Country,Position,Date,Song title,Song author
Spain,6,2023-09-24,No_se_ve.mp3,Ludmilla & Emilia
Spain,7,2023-09-24,Baby Hello,Rauw Alejandro & Bizarrap
Spain,8,2023-09-24,Coco Loco,Maluma
Spain,9,2023-09-24,Clavaito,Chanel & Abraham Mateo
Spain,10,2023-09-24,Holanda,Jhayco
Spain,11,2023-09-24,Polaris,Saiko & Came Beats
Spain,12,2023-09-24,Todo Contigo,Alvaro De Luna
Spain,13,2023-09-24,Qlona,Karol G & Peso Pluma
Spain,14,2023-09-24,Los Del Espacio,"LIT killah, Tiago PZK, Maria Becerra, Duki, Emilia, Rusherking, Big One & FMK"
Spain,15,2023-09-24,Classy 101,Feid & Young Miko
Spain,16,2023-09-24,Nochentera,Vicco
Spain,17,2023-09-24,El Tonto,Lola Indigo & Quevedo
Spain,18,2023-09-24,Donde Se Aprende A Querer?,Mora
Spain,19,2023-09-24,Eva Longoria,Ozuna & Davido
Spain,20,2023-09-24,(It Goes Like) Nanana,Peggy Gou
Sweden,1,2023-09-18,Farval,Bolaget
Sweden,2,2023-09-18,Prada,"Casso, Raye & D-Block Europe"
Sweden,3,2023-09-18,On My Love,Zara Larsson & David Guetta
Sweden,4,2023-09-18,Ikvall Igen,Bolaget
Sweden,5,2023-09-18,Paint The Town Red,Doja Cat
Sweden,6,2023-09-18,Saudade,Hov 1 & Hakan Hellstrom
Sweden,7,2023-09-18,Forsoker Le,Hooja
Sweden,8,2023-09-18,Greedy,Tate McRae
Sweden,9,2023-09-18,Soldat,"VC Barre, Pablo Paz & Takenoelz"
Sweden,10,2023-09-18,Kan Inte Ga,Bolaget
Sweden,11,2023-09-18,Strangers,Kenya Grace
Sweden,12,2023-09-18,Sprinter,Dave & Central Cee
Sweden,13,2023-09-18,Djurens Vaggvisa,Humlan Djojj
Sweden,14,2023-09-18,Andas In Andas Ut,Thomas Stenstrom
Sweden,15,2023-09-18,Raggarbilar (Warra Warra),"Rasmus Gozzi, Danjal & Froken Snusk"
Sweden,16,2023-09-18,Den Sista Sangen,Darin
Sweden,17,2023-09-18,Babblarnas Vaggvisa,Babblarna
Sweden,18,2023-09-18,Josefin,Albin Lee Meldau
Sweden,19,2023-09-18,Grat,HOV1
Sweden,20,2023-09-18,Banan Melon Kiwi & Citron,Hooja
Switzerland,1,2023-09-24,Paint The Town Red,Doja Cat
Switzerland,2,2023-09-24,Strangers,Kenya Grace
Switzerland,3,2023-09-24,Greedy,Tate McRae
Switzerland,4,2023-09-24,Prada,"Casso, Raye & D-Block Europe"
Switzerland,5,2023-09-24,Italodisco,Kolors
Switzerland,6,2023-09-24,Vois Sur Ton Chemin,Bennett
Switzerland,7,2023-09-24,Sprinter,Dave & Central Cee
Switzerland,8,2023-09-24,9 Bis 9,"Sira, Bausa & Badchieff"
Switzerland,9,2023-09-24,Komet,Udo Lindenberg & Apache 207
Switzerland,10,2023-09-24,Dance The Night,Dua Lipa
Switzerland,11,2023-09-24,Tattoo,Loreen
Switzerland,12,2023-09-24,Daylight,David Kushner
Switzerland,13,2023-09-24,Another Love,Tom Odell
Switzerland,14,2023-09-24,Weisses Haus,Ayliva
Switzerland,15,2023-09-24,Calm Down,Rema
Switzerland,16,2023-09-24,What Was I Made For?,Billie Eilish
Switzerland,17,2023-09-24,Flowers,Miley Cyrus
Switzerland,18,2023-09-24,Casanova,Soolking & Gazo
Switzerland,19,2023-09-24,Slime You Out,Drake & SZA
Switzerland,20,2023-09-24,(It Goes Like) Nanana,Peggy Gou
Taiwan,1,2023-09-10,26,Lauv
Taiwan,2,2023-09-10,Chemical,Post Malone
Taiwan,3,2023-09-10,I Can See You (Taylor's Version),Taylor Swift
Taiwan,4,2023-09-10,Karma,Taylor Swift & Ice Spice
Taiwan,5,2023-09-10,Used To Be Young,Miley Cyrus
Taiwan,6,2023-09-10,Francesca,Hozier
Taiwan,7,2023-09-10,Trustfall,P!nk
Taiwan,8,2023-09-10,Life Goes On,Ed Sheeran
Taiwan,9,2023-09-10,No Es Que Te Extrane,Christina Aguilera
Taiwan,10,2023-09-10,Dance All Night,Dirty Heads & Matishyahu
UK Singles,1,2023-09-23,Paint The Town Red,Doja Cat
UK Singles,2,2023-09-23,Vampire,Olivia Rodrigo
UK Singles,3,2023-09-23,Strangers,Kenya Grace
UK Singles,4,2023-09-23,Prada,"Casso, Raye & D-Block Europe"
UK Singles,5,2023-09-23,I Adore U,Fred Again
UK Singles,6,2023-09-23,Bad Idea Right?,Olivia Rodrigo
UK Singles,7,2023-09-23,Greedy,Tate McRae
UK Singles,8,2023-09-23,Slime You Out,Drake & SZA
UK Singles,9,2023-09-23,Cruel Summer,Taylor Swift
UK Singles,10,2023-09-23,Get Him Back,Olivia Rodrigo
UK Singles,11,2023-09-23,Desire,Calvin Harris & Sam Smith
UK Singles,12,2023-09-23,Dance The Night,Dua Lipa
UK Singles,13,2023-09-23,(It Goes Like) Nanana,Peggy Gou
UK Singles,14,2023-09-23,Disconnect,"Becky Hill, Chase & Status"
UK Singles,15,2023-09-23,What Was I Made For?,Billie Eilish
UK Singles,16,2023-09-23,Fast Car,Luke Combs
UK Singles,17,2023-09-23,Cheat On Me,Burna Boy & Dave
UK Singles,18,2023-09-23,It's Crazy,J Hus
UK Singles,19,2023-09-23,Water,Tyla
UK Singles,20,2023-09-23,Tension,Kylie Minogue
UK Singles,21,2023-09-23,Miracle,Calvin Harris & Ellie Goulding
UK Singles,22,2023-09-23,My Love,Leigh-Anne & Ayra Starr
UK Singles,23,2023-09-23,Asking,"Sonny Fodera, MK & Clementine Douglas"
UK Singles,24,2023-09-23,Sprinter,Dave & Central Cee
UK Singles,25,2023-09-23,Bongos,Cardi B & Megan Thee Stallion
UK Singles,26,2023-09-23,Fukumean,Gunna
UK Singles,27,2023-09-23,I Remember Everything,Zach Bryan & Kacey Musgraves
UK Singles,28,2023-09-23,Wish You The Best,Lewis Capaldi
UK Singles,29,2023-09-23,Used To Be Young,Miley Cyrus
UK Singles,30,2023-09-23,Liquor & Cigarettes,"Chase & Status, Hedex & ArrDee"
UK Singles,31,2023-09-23,DNA (Loving You),Billy Gillies & Hannah Boleyn
UK Singles,32,2023-09-23,Love Like This,Zayn
UK Singles,33,2023-09-23,Haven't You Ever Been In Love Before?,Lewis Capaldi
UK Singles,34,2023-09-23,Giving Me,Jazzy
UK Singles,35,2023-09-23,React,Switch Disco & Ella Henderson
UK Singles,36,2023-09-23,Single Soon,Selena Gomez
UK Singles,37,2023-09-23,Slow Dancing,V
UK Singles,38,2023-09-23,On My Love,Zara Larsson & David Guetta
UK Singles,39,2023-09-23,Dancing Is Healing,"Rudimental, Charlotte Plank & Vibe Chemistry"
UK Singles,40,2023-09-23,City Boys,Burna Boy
USA Singles,1,2023-09-30,Slime You Out,Drake & SZA
USA Singles,2,2023-09-30,Paint The Town Red,Doja Cat
USA Singles,3,2023-09-30,Snooze,SZA
USA Singles,4,2023-09-30,Fast Car,Luke Combs
USA Singles,5,2023-09-30,I Remember Everything,Zach Bryan & Kacey Musgraves
USA Singles,6,2023-09-30,Cruel Summer,Taylor Swift
USA Singles,7,2023-09-30,Vampire,Olivia Rodrigo
USA Singles,8,2023-09-30,Bongos,Cardi B & Megan Thee Stallion
USA Singles,9,2023-09-30,Dance The Night,Dua Lipa
USA Singles,10,2023-09-30,Last Night,Morgan Wallen
USA Singles,11,2023-09-30,Bad Idea Right?,Olivia Rodrigo
USA Singles,12,2023-09-30,Fukumean,Gunna
USA Singles,13,2023-09-30,Call Your Friends,Rod Wave
USA Singles,14,2023-09-30,Used To Be Young,Miley Cyrus
USA Singles,15,2023-09-30,Get Him Back,Olivia Rodrigo
USA Singles,16,2023-09-30,What Was I Made For?,Billie Eilish
USA Singles,17,2023-09-30,Come See Me,Rod Wave
USA Singles,18,2023-09-30,Turks & Caicos,Rod Wave & 21 Savage
USA Singles,19,2023-09-30,Last Time I Saw You,Nicki Minaj
USA Singles,20,2023-09-30,Die For You,Weeknd & Ariana Grande
USA Singles,21,2023-09-30,Something In The Orange,Zach Bryan
USA Singles,22,2023-09-30,Boyz Don't Cry,Rod Wave
USA Singles,23,2023-09-30,Fight The Feeling,Rod Wave
USA Singles,24,2023-09-30,Calm Down,Rema
USA Singles,25,2023-09-30,Greedy,Tate McRae
USA Singles,26,2023-09-30,The Grudge,Olivia Rodrigo
USA Singles,27,2023-09-30,All My Life,Lil Durk & J. Cole
USA Singles,28,2023-09-30,Great Gatsby,Rod Wave
USA Singles,29,2023-09-30,Making The Bed,Olivia Rodrigo
USA Singles,30,2023-09-30,Hey Driver,Zach Bryan & War And Treaty
USA Singles,31,2023-09-30,All-American Bitch,Olivia Rodrigo
USA Singles,32,2023-09-30,Flowers,Miley Cyrus
USA Singles,33,2023-09-30,Dancin' In The Country,Tyler Hubbard
USA Singles,34,2023-09-30,Logical,Olivia Rodrigo
USA Singles,35,2023-09-30,Rich Men North Of Richmond,Oliver Anthony Music
USA Singles,36,2023-09-30,East Side Of Sorrow,Zach Bryan
USA Singles,37,2023-09-30,Bury Me In Georgia,Kane Brown
USA Singles,38,2023-09-30,Ballad Of A Homeschooled Girl,Olivia Rodrigo
USA Singles,39,2023-09-30,Single Soon,Selena Gomez
USA Singles,40,2023-09-30,Like Crazy,Jimin
