,Country_1,Country_2,Song,Difference_in_Days
27239,UK,Norway,Evanescence - My Immortal,-83
27240,UK,Portugal,Evanescence - My Immortal,-53
27241,UK,Spain,Evanescence - My Immortal,-71
27242,UK,Sweden,Evanescence - My Immortal,-55
27243,UK,Switzerland,Evanescence - My Immortal,-27
27244,UK,Taiwan,Evanescence - My Immortal,-90
27245,UK,UK,Evanescence - My Immortal,0
27246,UK,USA,Evanescence - My Immortal,-111
27247,Portugal,Australia,Evanescence - My Immortal,19
27248,Portugal,Austria,Evanescence - My Immortal,5
27249,Portugal,Belgium,Evanescence - My Immortal,-2
27250,Portugal,Brazil,Evanescence - My Immortal,-107
27251,Portugal,Canada,Evanescence - My Immortal,5
27252,Portugal,Chile,Evanescence - My Immortal,-16
27253,Portugal,China,Evanescence - My Immortal,-37
27254,Portugal,Denmark,Evanescence - My Immortal,-23
27255,Portugal,Finland,Evanescence - My Immortal,5
27256,Portugal,France,Evanescence - My Immortal,-45
27257,Portugal,Greece,Evanescence - My Immortal,18
27258,Portugal,Ireland,Evanescence - My Immortal,54
27259,Portugal,Italy,Evanescence - My Immortal,17
27260,Portugal,Netherlands,Evanescence - My Immortal,12
27261,Portugal,New Zealand,Evanescence - My Immortal,-4
27262,Portugal,Norway,Evanescence - My Immortal,-30
27263,Portugal,Portugal,Evanescence - My Immortal,0
27264,Portugal,Spain,Evanescence - My Immortal,-18
27265,Portugal,Sweden,Evanescence - My Immortal,-2
27266,Portugal,Switzerland,Evanescence - My Immortal,26
27267,Portugal,Taiwan,Evanescence - My Immortal,-37
27268,Portugal,UK,Evanescence - My Immortal,53
27269,Portugal,USA,Evanescence - My Immortal,-58
27270,USA,Australia,Eve & Alicia Keys - Gangsta Lovin',-16
27271,USA,Belgium,Eve & Alicia Keys - Gangsta Lovin',-42
27272,USA,Denmark,Eve & Alicia Keys - Gangsta Lovin',-21
27273,USA,Finland,Eve & Alicia Keys - Gangsta Lovin',-14
27274,USA,France,Eve & Alicia Keys - Gangsta Lovin',-8
27275,USA,Ireland,Eve & Alicia Keys - Gangsta Lovin',-14
27276,USA,Italy,Eve & Alicia Keys - Gangsta Lovin',-2
27277,USA,Netherlands,Eve & Alicia Keys - Gangsta Lovin',-28
27278,USA,New Zealand,Eve & Alicia Keys - Gangsta Lovin',-36
27279,USA,Norway,Eve & Alicia Keys - Gangsta Lovin',-21
27280,USA,Sweden,Eve & Alicia Keys - Gangsta Lovin',-35
27281,USA,Switzerland,Eve & Alicia Keys - Gangsta Lovin',-28
27282,USA,USA,Eve & Alicia Keys - Gangsta Lovin',0
27283,USA,Australia,Eve & Gwen Stefani - Let Me Blow Ya Mind,-44
27284,USA,Austria,Eve & Gwen Stefani - Let Me Blow Ya Mind,-41
27285,USA,Belgium,Eve & Gwen Stefani - Let Me Blow Ya Mind,-27
27286,USA,Canada,Eve & Gwen Stefani - Let Me Blow Ya Mind,-54
27287,USA,Finland,Eve & Gwen Stefani - Let Me Blow Ya Mind,-57
27288,USA,France,Eve & Gwen Stefani - Let Me Blow Ya Mind,-85
27289,USA,Greece,Eve & Gwen Stefani - Let Me Blow Ya Mind,-58
27290,USA,Ireland,Eve & Gwen Stefani - Let Me Blow Ya Mind,-22
27291,USA,Italy,Eve & Gwen Stefani - Let Me Blow Ya Mind,-23
27292,USA,Netherlands,Eve & Gwen Stefani - Let Me Blow Ya Mind,-16
27293,USA,New Zealand,Eve & Gwen Stefani - Let Me Blow Ya Mind,-57
27294,USA,Norway,Eve & Gwen Stefani - Let Me Blow Ya Mind,-15
27295,USA,Portugal,Eve & Gwen Stefani - Let Me Blow Ya Mind,-165
27296,USA,Sweden,Eve & Gwen Stefani - Let Me Blow Ya Mind,-34
27297,USA,Switzerland,Eve & Gwen Stefani - Let Me Blow Ya Mind,-22
27298,USA,USA,Eve & Gwen Stefani - Let Me Blow Ya Mind,0
27299,Portugal,Australia,Eve & Gwen Stefani - Let Me Blow Ya Mind,121
27300,Portugal,Austria,Eve & Gwen Stefani - Let Me Blow Ya Mind,124
27301,Portugal,Belgium,Eve & Gwen Stefani - Let Me Blow Ya Mind,138
27302,Portugal,Canada,Eve & Gwen Stefani - Let Me Blow Ya Mind,111
27303,Portugal,Finland,Eve & Gwen Stefani - Let Me Blow Ya Mind,108
27304,Portugal,France,Eve & Gwen Stefani - Let Me Blow Ya Mind,80
27305,Portugal,Greece,Eve & Gwen Stefani - Let Me Blow Ya Mind,107
27306,Portugal,Ireland,Eve & Gwen Stefani - Let Me Blow Ya Mind,143
27307,Portugal,Italy,Eve & Gwen Stefani - Let Me Blow Ya Mind,142
27308,Portugal,Netherlands,Eve & Gwen Stefani - Let Me Blow Ya Mind,149
27309,Portugal,New Zealand,Eve & Gwen Stefani - Let Me Blow Ya Mind,108
27310,Portugal,Norway,Eve & Gwen Stefani - Let Me Blow Ya Mind,150
27311,Portugal,Portugal,Eve & Gwen Stefani - Let Me Blow Ya Mind,0
27312,Portugal,Sweden,Eve & Gwen Stefani - Let Me Blow Ya Mind,131
27313,Portugal,Switzerland,Eve & Gwen Stefani - Let Me Blow Ya Mind,143
27314,Portugal,USA,Eve & Gwen Stefani - Let Me Blow Ya Mind,165
27315,USA,UK,Eve - Satisfaction,-64
27316,USA,USA,Eve - Satisfaction,0
27317,UK,UK,Eve - Satisfaction,0
27318,UK,USA,Eve - Satisfaction,64
27319,UK,Ireland,Eve - Tambourine,-6
27320,UK,UK,Eve - Tambourine,0
27321,USA,New Zealand,Eve 6 - Here's To The Night,-99
27322,USA,USA,Eve 6 - Here's To The Night,0
27323,USA,USA,Eve 6 - Inside Out,0
27324,USA,USA,Everclear - Father Of Mine,0
27325,USA,USA,Everclear - Wonderful,0
27326,USA,USA,Everlast - What It's Like,0
27327,USA,USA,Everything - Hooch,0
27328,UK,UK,Everything Everything - Cough Cough,0
27329,UK,Ireland,Ewan McVicar - Tell Me Something Good,-21
27330,UK,UK,Ewan McVicar - Tell Me Something Good,0
27331,UK,UK,Example - All The Wrong Places,0
27332,UK,Australia,Example - Changed The Way You Kiss Me,-43
27333,UK,Austria,Example - Changed The Way You Kiss Me,-136
27334,UK,Denmark,Example - Changed The Way You Kiss Me,-75
27335,UK,Finland,Example - Changed The Way You Kiss Me,-95
27336,UK,Germany,Example - Changed The Way You Kiss Me,-132
27337,UK,Ireland,Example - Changed The Way You Kiss Me,-25
27338,UK,New Zealand,Example - Changed The Way You Kiss Me,-57
27339,UK,Switzerland,Example - Changed The Way You Kiss Me,-133
27340,UK,UK,Example - Changed The Way You Kiss Me,0
27341,UK,UK,Example - Close Enemies,0
27342,UK,Austria,Example - Kickstarts,-677
27343,UK,Ireland,Example - Kickstarts,3
27344,UK,New Zealand,Example - Kickstarts,-127
27345,UK,UK,Example - Kickstarts,0
27346,UK,UK,Example - Kids Again,0
27347,UK,UK,Example - Last Ones Standing,0
27348,UK,UK,Example - Midnight Run,0
27349,UK,UK,Example - One More Day (Stay With Me),0
27350,UK,UK,Example - Say Nothing,0
27351,UK,Ireland,Example - Stay Awake,-4
27352,UK,UK,Example - Stay Awake,0
27353,UK,UK,Example - Watch The Sun Come Up,0
27354,UK,France,Example - Won't Go Quietly,-140
27355,UK,New Zealand,Example - Won't Go Quietly,-372
27356,UK,UK,Example - Won't Go Quietly,0
27357,Portugal,Portugal,Expensive Soul - Cupido,0
27358,Portugal,Portugal,Expensive Soul - O Amor E Magico,0
27359,UK,UK,Eye Opener - Hungry Eyes,0
27360,Portugal,Portugal,Ez Special - Segredos,0
27361,Portugal,Portugal,"FRANKIEONTHEGUITAR, TOY TOY T-REX, LON3R JOHNY & BISPO - Tempo",0
27362,UK,UK,Fab For - Last Night A Dj Blew My Mind,0
27363,USA,USA,Fabolous & Nate Dogg - Can't Deny It,0
27364,USA,Finland,Fabolous - Baby,-56
27365,USA,USA,Fabolous - Baby,0
27366,USA,USA,Fabolous - Baby Don't Go,0
27367,USA,Australia,Fabolous - Breathe,0
27368,USA,New Zealand,Fabolous - Breathe,-66
27369,USA,Sweden,Fabolous - Breathe,7
27370,USA,UK,Fabolous - Breathe,6
27371,USA,USA,Fabolous - Breathe,0
27372,UK,Australia,Fabolous - Breathe,-6
27373,UK,New Zealand,Fabolous - Breathe,-72
27374,UK,Sweden,Fabolous - Breathe,1
27375,UK,UK,Fabolous - Breathe,0
27376,UK,USA,Fabolous - Breathe,-6
27377,USA,Australia,Fabolous - Can't Let You Go,-336
27378,USA,Netherlands,Fabolous - Can't Let You Go,-147
27379,USA,New Zealand,Fabolous - Can't Let You Go,-183
27380,USA,UK,Fabolous - Can't Let You Go,-134
27381,USA,USA,Fabolous - Can't Let You Go,0
27382,UK,Australia,Fabolous - Can't Let You Go,-202
27383,UK,Netherlands,Fabolous - Can't Let You Go,-13
27384,UK,New Zealand,Fabolous - Can't Let You Go,-49
27385,UK,UK,Fabolous - Can't Let You Go,0
27386,UK,USA,Fabolous - Can't Let You Go,134
27387,USA,Australia,Fabolous - Into You,-63
27388,USA,Chile,Fabolous - Into You,-3605
27389,USA,Netherlands,Fabolous - Into You,-35
27390,USA,UK,Fabolous - Into You,-36
27391,USA,USA,Fabolous - Into You,0
27392,UK,Australia,Fabolous - Into You,-27
27393,UK,Chile,Fabolous - Into You,-3569
27394,UK,Netherlands,Fabolous - Into You,1
27395,UK,UK,Fabolous - Into You,0
27396,UK,USA,Fabolous - Into You,36
27397,USA,USA,Fabolous - Make Me Better,0
27398,USA,USA,Fabolous - This Is My Party,0
27399,USA,USA,Fabolous - Throw It In The Bag,0
27400,USA,USA,Fabolous - Trade It All,0
27401,USA,USA,Fabolous - Young'n (holla Back),0
27402,UK,UK,Faders - Jump,0
27403,UK,UK,Faders - No Sleep Tonight,0
27404,USA,USA,Faith Evans & Puff Daddy - All Night Long,0
27405,USA,USA,Faith Evans & Twista - Hope,0
27406,UK,UK,Faith Evans - Again,0
27407,USA,USA,Faith Evans - I Love You,0
27408,USA,USA,Faith Evans - Love Like This,0
27409,USA,USA,Faith Evans - Never Gonna Let You Go,0
27410,USA,USA,Faith Evans - You Gets No Love,0
27411,USA,Portugal,Faith Hill - Breathe,-450
27412,USA,USA,Faith Hill - Breathe,0
27413,Portugal,Portugal,Faith Hill - Breathe,0
27414,Portugal,USA,Faith Hill - Breathe,450
27415,USA,Australia,Faith Hill - Cry,-1
27416,USA,Canada,Faith Hill - Cry,-7
27417,USA,New Zealand,Faith Hill - Cry,-29
27418,USA,Norway,Faith Hill - Cry,-14
27419,USA,Taiwan,Faith Hill - Cry,-21
27420,USA,USA,Faith Hill - Cry,0
27421,USA,USA,Faith Hill - Like We Never Loved At All,0
27422,USA,Taiwan,Faith Hill - Mississippi Girl,-42
27423,USA,USA,Faith Hill - Mississippi Girl,0
27424,USA,USA,Faith Hill - The Way You Love Me,0
27425,USA,Australia,Faith Hill - There You'll Be,-2
27426,USA,Austria,Faith Hill - There You'll Be,-27
27427,USA,Belgium,Faith Hill - There You'll Be,-48
27428,USA,Brazil,Faith Hill - There You'll Be,7
27429,USA,Canada,Faith Hill - There You'll Be,-441
27430,USA,Finland,Faith Hill - There You'll Be,-1
27431,USA,Ireland,Faith Hill - There You'll Be,7
27432,USA,Italy,Faith Hill - There You'll Be,-16
27433,USA,Japan,Faith Hill - There You'll Be,-28
27434,USA,Netherlands,Faith Hill - There You'll Be,-44
27435,USA,New Zealand,Faith Hill - There You'll Be,-15
27436,USA,Norway,Faith Hill - There You'll Be,-44
27437,USA,Portugal,Faith Hill - There You'll Be,-126
27438,USA,Spain,Faith Hill - There You'll Be,-2
27439,USA,Sweden,Faith Hill - There You'll Be,-26
27440,USA,Switzerland,Faith Hill - There You'll Be,-22
27441,USA,UK,Faith Hill - There You'll Be,-2647
27442,USA,USA,Faith Hill - There You'll Be,0
27443,UK,Australia,Faith Hill - There You'll Be,2645
27444,UK,Austria,Faith Hill - There You'll Be,2620
27445,UK,Belgium,Faith Hill - There You'll Be,2599
27446,UK,Brazil,Faith Hill - There You'll Be,2654
27447,UK,Canada,Faith Hill - There You'll Be,2206
27448,UK,Finland,Faith Hill - There You'll Be,2646
27449,UK,Ireland,Faith Hill - There You'll Be,2654
27450,UK,Italy,Faith Hill - There You'll Be,2631
27451,UK,Japan,Faith Hill - There You'll Be,2619
27452,UK,Netherlands,Faith Hill - There You'll Be,2603
27453,UK,New Zealand,Faith Hill - There You'll Be,2632
27454,UK,Norway,Faith Hill - There You'll Be,2603
27455,UK,Portugal,Faith Hill - There You'll Be,2521
27456,UK,Spain,Faith Hill - There You'll Be,2645
27457,UK,Sweden,Faith Hill - There You'll Be,2621
27458,UK,Switzerland,Faith Hill - There You'll Be,2625
27459,UK,UK,Faith Hill - There You'll Be,0
27460,UK,USA,Faith Hill - There You'll Be,2647
27461,Portugal,Australia,Faith Hill - There You'll Be,124
27462,Portugal,Austria,Faith Hill - There You'll Be,99
27463,Portugal,Belgium,Faith Hill - There You'll Be,78
27464,Portugal,Brazil,Faith Hill - There You'll Be,133
27465,Portugal,Canada,Faith Hill - There You'll Be,-315
27466,Portugal,Finland,Faith Hill - There You'll Be,125
27467,Portugal,Ireland,Faith Hill - There You'll Be,133
27468,Portugal,Italy,Faith Hill - There You'll Be,110
27469,Portugal,Japan,Faith Hill - There You'll Be,98
27470,Portugal,Netherlands,Faith Hill - There You'll Be,82
27471,Portugal,New Zealand,Faith Hill - There You'll Be,111
27472,Portugal,Norway,Faith Hill - There You'll Be,82
27473,Portugal,Portugal,Faith Hill - There You'll Be,0
27474,Portugal,Spain,Faith Hill - There You'll Be,124
27475,Portugal,Sweden,Faith Hill - There You'll Be,100
27476,Portugal,Switzerland,Faith Hill - There You'll Be,104
27477,Portugal,UK,Faith Hill - There You'll Be,-2521
27478,Portugal,USA,Faith Hill - There You'll Be,126
27479,USA,USA,Faith Hill - This Kiss,0
27480,UK,Finland,Faithless - Bombs,-5
27481,UK,Greece,Faithless - Bombs,-13
27482,UK,UK,Faithless - Bombs,0
27483,UK,Belgium,Faithless - I Want More,-27
27484,UK,Greece,Faithless - I Want More,-49
27485,UK,Netherlands,Faithless - I Want More,-13
27486,UK,UK,Faithless - I Want More,0
27487,UK,Austria,Faithless - Insomnia 2005,-1900
27488,UK,Germany,Faithless - Insomnia 2005,-1595
27489,UK,Greece,Faithless - Insomnia 2005,-21
27490,UK,Ireland,Faithless - Insomnia 2005,1
27491,UK,UK,Faithless - Insomnia 2005,0
27492,UK,Greece,Faithless - Mass Destruction,0
27493,UK,Ireland,Faithless - Mass Destruction,-6
27494,UK,Netherlands,Faithless - Mass Destruction,-13
27495,UK,UK,Faithless - Mass Destruction,0
27496,UK,UK,Faithless - Music Matters,0
27497,UK,UK,"Fall Out Boy - A Little Less Sixteen Candles, A Little More Touch Me",0
27498,USA,Australia,Fall Out Boy - Beat It,21
27499,USA,Canada,Fall Out Boy - Beat It,22
27500,USA,New Zealand,Fall Out Boy - Beat It,17
27501,USA,UK,Fall Out Boy - Beat It,-29
27502,USA,USA,Fall Out Boy - Beat It,0
27503,UK,Australia,Fall Out Boy - Beat It,50
27504,UK,Canada,Fall Out Boy - Beat It,51
27505,UK,New Zealand,Fall Out Boy - Beat It,46
27506,UK,UK,Fall Out Boy - Beat It,0
27507,UK,USA,Fall Out Boy - Beat It,29
27508,USA,Canada,Fall Out Boy - Centuries,-93
27509,USA,New Zealand,Fall Out Boy - Centuries,21
27510,USA,Taiwan,Fall Out Boy - Centuries,-125
27511,USA,UK,Fall Out Boy - Centuries,21
27512,USA,USA,Fall Out Boy - Centuries,0
27513,UK,Canada,Fall Out Boy - Centuries,-114
27514,UK,New Zealand,Fall Out Boy - Centuries,0
27515,UK,Taiwan,Fall Out Boy - Centuries,-146
27516,UK,UK,Fall Out Boy - Centuries,0
27517,UK,USA,Fall Out Boy - Centuries,-21
27518,USA,Brazil,"Fall Out Boy - Dance, Dance",-440
27519,USA,China,"Fall Out Boy - Dance, Dance",-244
27520,USA,UK,"Fall Out Boy - Dance, Dance",-155
27521,USA,USA,"Fall Out Boy - Dance, Dance",0
27522,UK,Brazil,"Fall Out Boy - Dance, Dance",-285
27523,UK,China,"Fall Out Boy - Dance, Dance",-89
27524,UK,UK,"Fall Out Boy - Dance, Dance",0
27525,UK,USA,"Fall Out Boy - Dance, Dance",155
27526,USA,Australia,Fall Out Boy - I Don't Care,-56
27527,USA,Canada,Fall Out Boy - I Don't Care,8
27528,USA,Finland,Fall Out Boy - I Don't Care,-113
27529,USA,Japan,Fall Out Boy - I Don't Care,-85
27530,USA,Taiwan,Fall Out Boy - I Don't Care,-303
27531,USA,UK,Fall Out Boy - I Don't Care,6
27532,USA,USA,Fall Out Boy - I Don't Care,0
27533,UK,Australia,Fall Out Boy - I Don't Care,-62
27534,UK,Canada,Fall Out Boy - I Don't Care,2
27535,UK,Finland,Fall Out Boy - I Don't Care,-119
27536,UK,Japan,Fall Out Boy - I Don't Care,-91
27537,UK,Taiwan,Fall Out Boy - I Don't Care,-309
27538,UK,UK,Fall Out Boy - I Don't Care,0
27539,UK,USA,Fall Out Boy - I Don't Care,-6
27540,USA,Australia,Fall Out Boy - My Songs Know What You Did In The Dark (Light Em Up),138
27541,USA,Canada,Fall Out Boy - My Songs Know What You Did In The Dark (Light Em Up),17
27542,USA,New Zealand,Fall Out Boy - My Songs Know What You Did In The Dark (Light Em Up),96
27543,USA,Taiwan,Fall Out Boy - My Songs Know What You Did In The Dark (Light Em Up),77
27544,USA,UK,Fall Out Boy - My Songs Know What You Did In The Dark (Light Em Up),154
27545,USA,USA,Fall Out Boy - My Songs Know What You Did In The Dark (Light Em Up),0
27546,UK,Australia,Fall Out Boy - My Songs Know What You Did In The Dark (Light Em Up),-16
27547,UK,Canada,Fall Out Boy - My Songs Know What You Did In The Dark (Light Em Up),-137
27548,UK,New Zealand,Fall Out Boy - My Songs Know What You Did In The Dark (Light Em Up),-58
27549,UK,Taiwan,Fall Out Boy - My Songs Know What You Did In The Dark (Light Em Up),-77
27550,UK,UK,Fall Out Boy - My Songs Know What You Did In The Dark (Light Em Up),0
27551,UK,USA,Fall Out Boy - My Songs Know What You Did In The Dark (Light Em Up),-154
27552,USA,UK,"Fall Out Boy - Sugar, We're Goin Down",-106
27553,USA,USA,"Fall Out Boy - Sugar, We're Goin Down",0
27554,UK,UK,"Fall Out Boy - Sugar, We're Goin Down",0
27555,UK,USA,"Fall Out Boy - Sugar, We're Goin Down",106
27556,UK,New Zealand,Fall Out Boy - The Phoenix,5
27557,UK,UK,Fall Out Boy - The Phoenix,0
27558,USA,Australia,"Fall Out Boy - This Ain't A Scene, It's An Arms Race",-14
27559,USA,Brazil,"Fall Out Boy - This Ain't A Scene, It's An Arms Race",-71
27560,USA,Canada,"Fall Out Boy - This Ain't A Scene, It's An Arms Race",-124
27561,USA,France,"Fall Out Boy - This Ain't A Scene, It's An Arms Race",-115
27562,USA,Ireland,"Fall Out Boy - This Ain't A Scene, It's An Arms Race",-7
27563,USA,New Zealand,"Fall Out Boy - This Ain't A Scene, It's An Arms Race",-25
27564,USA,Taiwan,"Fall Out Boy - This Ain't A Scene, It's An Arms Race",12
27565,USA,UK,"Fall Out Boy - This Ain't A Scene, It's An Arms Race",-1
27566,USA,USA,"Fall Out Boy - This Ain't A Scene, It's An Arms Race",0
27567,UK,Australia,"Fall Out Boy - This Ain't A Scene, It's An Arms Race",-13
27568,UK,Brazil,"Fall Out Boy - This Ain't A Scene, It's An Arms Race",-70
27569,UK,Canada,"Fall Out Boy - This Ain't A Scene, It's An Arms Race",-123
27570,UK,France,"Fall Out Boy - This Ain't A Scene, It's An Arms Race",-114
27571,UK,Ireland,"Fall Out Boy - This Ain't A Scene, It's An Arms Race",-6
27572,UK,New Zealand,"Fall Out Boy - This Ain't A Scene, It's An Arms Race",-24
27573,UK,Taiwan,"Fall Out Boy - This Ain't A Scene, It's An Arms Race",13
27574,UK,UK,"Fall Out Boy - This Ain't A Scene, It's An Arms Race",0
27575,UK,USA,"Fall Out Boy - This Ain't A Scene, It's An Arms Race",1
27576,USA,Australia,Fall Out Boy - Thnks Fr Th Mmrs,-98
27577,USA,Brazil,Fall Out Boy - Thnks Fr Th Mmrs,-22
27578,USA,Canada,Fall Out Boy - Thnks Fr Th Mmrs,2
27579,USA,Ireland,Fall Out Boy - Thnks Fr Th Mmrs,-1
27580,USA,Netherlands,Fall Out Boy - Thnks Fr Th Mmrs,-37
27581,USA,New Zealand,Fall Out Boy - Thnks Fr Th Mmrs,-25
27582,USA,Taiwan,Fall Out Boy - Thnks Fr Th Mmrs,33
27583,USA,UK,Fall Out Boy - Thnks Fr Th Mmrs,55
27584,USA,USA,Fall Out Boy - Thnks Fr Th Mmrs,0
27585,UK,Australia,Fall Out Boy - Thnks Fr Th Mmrs,-153
27586,UK,Brazil,Fall Out Boy - Thnks Fr Th Mmrs,-77
27587,UK,Canada,Fall Out Boy - Thnks Fr Th Mmrs,-53
27588,UK,Ireland,Fall Out Boy - Thnks Fr Th Mmrs,-56
27589,UK,Netherlands,Fall Out Boy - Thnks Fr Th Mmrs,-92
27590,UK,New Zealand,Fall Out Boy - Thnks Fr Th Mmrs,-80
27591,UK,Taiwan,Fall Out Boy - Thnks Fr Th Mmrs,-22
27592,UK,UK,Fall Out Boy - Thnks Fr Th Mmrs,0
27593,UK,USA,Fall Out Boy - Thnks Fr Th Mmrs,-55
27594,USA,USA,Fall Out Boy - Uma Thurman,0
27595,USA,USA,Famous Dex - Japan,0
27596,USA,Australia,Fantasia Barrino - I Believe,-14
27597,USA,Canada,Fantasia Barrino - I Believe,7
27598,USA,New Zealand,Fantasia Barrino - I Believe,-51
27599,USA,USA,Fantasia Barrino - I Believe,0
27600,USA,USA,Fantasia Barrino - Truth Is,0
27601,USA,USA,Fantasia Barrino - When I See U,0
27602,USA,Australia,Far East Movement & Justin Bieber - Live My Life,-9
27603,USA,Austria,Far East Movement & Justin Bieber - Live My Life,-13
27604,USA,Canada,Far East Movement & Justin Bieber - Live My Life,44
27605,USA,Chile,Far East Movement & Justin Bieber - Live My Life,-14
27606,USA,Denmark,Far East Movement & Justin Bieber - Live My Life,43
27607,USA,Finland,Far East Movement & Justin Bieber - Live My Life,-11
27608,USA,France,Far East Movement & Justin Bieber - Live My Life,-78
27609,USA,Germany,Far East Movement & Justin Bieber - Live My Life,-14
27610,USA,Ireland,Far East Movement & Justin Bieber - Live My Life,2
27611,USA,New Zealand,Far East Movement & Justin Bieber - Live My Life,47
27612,USA,Norway,Far East Movement & Justin Bieber - Live My Life,48
27613,USA,Sweden,Far East Movement & Justin Bieber - Live My Life,1
27614,USA,Switzerland,Far East Movement & Justin Bieber - Live My Life,-15
27615,USA,Taiwan,Far East Movement & Justin Bieber - Live My Life,-42
27616,USA,UK,Far East Movement & Justin Bieber - Live My Life,-21
27617,USA,USA,Far East Movement & Justin Bieber - Live My Life,0
27618,UK,Australia,Far East Movement & Justin Bieber - Live My Life,12
27619,UK,Austria,Far East Movement & Justin Bieber - Live My Life,8
27620,UK,Canada,Far East Movement & Justin Bieber - Live My Life,65
27621,UK,Chile,Far East Movement & Justin Bieber - Live My Life,7
27622,UK,Denmark,Far East Movement & Justin Bieber - Live My Life,64
27623,UK,Finland,Far East Movement & Justin Bieber - Live My Life,10
27624,UK,France,Far East Movement & Justin Bieber - Live My Life,-57
27625,UK,Germany,Far East Movement & Justin Bieber - Live My Life,7
27626,UK,Ireland,Far East Movement & Justin Bieber - Live My Life,23
27627,UK,New Zealand,Far East Movement & Justin Bieber - Live My Life,68
27628,UK,Norway,Far East Movement & Justin Bieber - Live My Life,69
27629,UK,Sweden,Far East Movement & Justin Bieber - Live My Life,22
27630,UK,Switzerland,Far East Movement & Justin Bieber - Live My Life,6
27631,UK,Taiwan,Far East Movement & Justin Bieber - Live My Life,-21
27632,UK,UK,Far East Movement & Justin Bieber - Live My Life,0
27633,UK,USA,Far East Movement & Justin Bieber - Live My Life,21
27634,USA,Australia,Far East Movement - Like A G6,-16
27635,USA,Austria,Far East Movement - Like A G6,-39
27636,USA,Belgium,Far East Movement - Like A G6,-42
27637,USA,Brazil,Far East Movement - Like A G6,-56
27638,USA,Bulgaria,Far East Movement - Like A G6,-92
27639,USA,Canada,Far East Movement - Like A G6,2
27640,USA,Denmark,Far East Movement - Like A G6,-20
27641,USA,Finland,Far East Movement - Like A G6,-47
27642,USA,France,Far East Movement - Like A G6,-43
27643,USA,Germany,Far East Movement - Like A G6,-49
27644,USA,Greece,Far East Movement - Like A G6,-99
27645,USA,Ireland,Far East Movement - Like A G6,-68
27646,USA,Netherlands,Far East Movement - Like A G6,-55
27647,USA,New Zealand,Far East Movement - Like A G6,5
27648,USA,Sweden,Far East Movement - Like A G6,-41
27649,USA,Switzerland,Far East Movement - Like A G6,-22
27650,USA,Taiwan,Far East Movement - Like A G6,-119
27651,USA,UK,Far East Movement - Like A G6,-36
27652,USA,USA,Far East Movement - Like A G6,0
27653,UK,Australia,Far East Movement - Like A G6,20
27654,UK,Austria,Far East Movement - Like A G6,-3
27655,UK,Belgium,Far East Movement - Like A G6,-6
27656,UK,Brazil,Far East Movement - Like A G6,-20
27657,UK,Bulgaria,Far East Movement - Like A G6,-56
27658,UK,Canada,Far East Movement - Like A G6,38
27659,UK,Denmark,Far East Movement - Like A G6,16
27660,UK,Finland,Far East Movement - Like A G6,-11
27661,UK,France,Far East Movement - Like A G6,-7
27662,UK,Germany,Far East Movement - Like A G6,-13
27663,UK,Greece,Far East Movement - Like A G6,-63
27664,UK,Ireland,Far East Movement - Like A G6,-32
27665,UK,Netherlands,Far East Movement - Like A G6,-19
27666,UK,New Zealand,Far East Movement - Like A G6,41
27667,UK,Sweden,Far East Movement - Like A G6,-5
27668,UK,Switzerland,Far East Movement - Like A G6,14
27669,UK,Taiwan,Far East Movement - Like A G6,-83
27670,UK,UK,Far East Movement - Like A G6,0
27671,UK,USA,Far East Movement - Like A G6,36
27672,USA,Australia,Far East Movement - Rocketeer,-23
27673,USA,Canada,Far East Movement - Rocketeer,37
27674,USA,Germany,Far East Movement - Rocketeer,-35
27675,USA,Netherlands,Far East Movement - Rocketeer,14
27676,USA,New Zealand,Far East Movement - Rocketeer,54
27677,USA,Taiwan,Far East Movement - Rocketeer,-21
27678,USA,UK,Far East Movement - Rocketeer,-8
27679,USA,USA,Far East Movement - Rocketeer,0
27680,UK,Australia,Far East Movement - Rocketeer,-15
27681,UK,Canada,Far East Movement - Rocketeer,45
27682,UK,Germany,Far East Movement - Rocketeer,-27
27683,UK,Netherlands,Far East Movement - Rocketeer,22
27684,UK,New Zealand,Far East Movement - Rocketeer,62
27685,UK,Taiwan,Far East Movement - Rocketeer,-13
27686,UK,UK,Far East Movement - Rocketeer,0
27687,UK,USA,Far East Movement - Rocketeer,8
27688,UK,Australia,Far East Movement - Turn Up The Love,-30
27689,UK,Finland,Far East Movement - Turn Up The Love,-81
27690,UK,France,Far East Movement - Turn Up The Love,-85
27691,UK,Ireland,Far East Movement - Turn Up The Love,2
27692,UK,Netherlands,Far East Movement - Turn Up The Love,-42
27693,UK,New Zealand,Far East Movement - Turn Up The Love,-2
27694,UK,Norway,Far East Movement - Turn Up The Love,-57
27695,UK,Sweden,Far East Movement - Turn Up The Love,-20
27696,UK,UK,Far East Movement - Turn Up The Love,0
27697,UK,UK,Farm - All Together Now 2004,0
27698,USA,Austria,Farruko - Pepas,-234
27699,USA,Belgium,Farruko - Pepas,-49
27700,USA,Denmark,Farruko - Pepas,-132
27701,USA,France,Farruko - Pepas,-35
27702,USA,Germany,Farruko - Pepas,-63
27703,USA,Greece,Farruko - Pepas,-226
27704,USA,Italy,Farruko - Pepas,-75
27705,USA,Netherlands,Farruko - Pepas,-28
27706,USA,Norway,Farruko - Pepas,-129
