Country,Position,Date,Song title,Song author 
Netherlands,28,2015-12-09,Mark My Words,Justin Bieber
Netherlands,29,2015-12-09,Purpose,Justin Bieber
Netherlands,30,2015-12-09,Runnin' (Lose It All),"Naughty Boy, Beyonce & Arrow Benjamin"
Netherlands,31,2015-12-09,Focus,Ariana Grande
Netherlands,32,2015-12-09,Take Your Time,Sam Hunt
Netherlands,33,2015-12-09,Lush Life,Zara Larsson
Netherlands,34,2015-12-09,7 Years,Lukas Graham
Netherlands,35,2015-12-09,Niemand,Mr Polska & Ronnie Flex
Netherlands,36,2015-12-09,Strangers,SFB
Netherlands,37,2015-12-09,Here For You,Kygo & Ella Henderson
Netherlands,38,2015-12-09,Company,Justin Bieber
Netherlands,39,2015-12-09,Can't Feel My Face,Weeknd
Netherlands,40,2015-12-09,Where Are U Now,"Skrillex, Diplo & Justin Bieber"
Netherlands,1,2015-12-02,Love Yourself,Justin Bieber & Jaden Smith
Netherlands,2,2015-12-02,Sorry,Justin Bieber
Netherlands,3,2015-12-02,What Do You Mean?,Justin Bieber
Netherlands,4,2015-12-02,Take Your Time,Sam Hunt
Netherlands,5,2015-12-02,Hello,Adele
Netherlands,6,2015-12-02,I'll Show You,Justin Bieber
Netherlands,7,2015-12-02,Photograph,Ed Sheeran
Netherlands,8,2015-12-02,Sugar,Robin Schulz & Francesco Yates
Netherlands,9,2015-12-02,Lean On,"Major Lazer, Snake & MO"
Netherlands,10,2015-12-02,The Feeling,Justin Bieber & Halsey
Netherlands,11,2015-12-02,Hotline Bling,Drake
Netherlands,12,2015-12-02,Easy Love,Sigala
Netherlands,13,2015-12-02,Purpose,Justin Bieber
Netherlands,14,2015-12-02,7 Years,Lukas Graham
Netherlands,15,2015-12-02,Can't Feel My Face,Weeknd
Netherlands,16,2015-12-02,Here For You,Kygo & Ella Henderson
Netherlands,17,2015-12-02,Hula Hoop,OMI
Netherlands,18,2015-12-02,Marvin Gaye,Charlie Puth & Meghan Trainor
Netherlands,19,2015-12-02,No Pressure,Justin Bieber & Big Sean
Netherlands,20,2015-12-02,Mooi,Marco Borsato
Netherlands,21,2015-12-02,Round & Round,"Dyna, Firstman, Lil Kleine & Bollebof"
Netherlands,22,2015-12-02,Company,Justin Bieber
Netherlands,23,2015-12-02,Reality,Lost Frequencies & Janieck Devy
Netherlands,24,2015-12-02,How Deep Is Your Love,Calvin Harris & Disciples
Netherlands,25,2015-12-02,Mark My Words,Justin Bieber
Netherlands,26,2015-12-02,Treur Niet (Ode Aan Het Leven),Diggy Dex & JW Roy
Netherlands,27,2015-12-02,Life Is Worth Living,Justin Bieber
Netherlands,28,2015-12-02,Lush Life,Zara Larsson
Netherlands,29,2015-12-02,Locked Away,R. City & Adam Levine
Netherlands,30,2015-12-02,Stitches,Shawn Mendes
Netherlands,31,2015-12-02,Heading Up High,Armin Van Buuren & Kensington
Netherlands,32,2015-12-02,Focus,Ariana Grande
Netherlands,33,2015-12-02,On My Mind,Ellie Goulding
Netherlands,34,2015-12-02,Never Forget You,Zara Larsson & Mnek
Netherlands,35,2015-12-02,Ain't Nobody (Loves Me Better),Felix Jaehn & Jasmine Thompson
Netherlands,36,2015-12-02,Niemand,Mr Polska & Ronnie Flex
Netherlands,37,2015-12-02,Where Are U Now,"Skrillex, Diplo & Justin Bieber"
Netherlands,38,2015-12-02,Adventure Of A Lifetime,Coldplay
Netherlands,39,2015-12-02,Love Myself,Hailee Steinfeld
Netherlands,40,2015-12-02,Runnin' (Lose It All),"Naughty Boy, Beyonce & Arrow Benjamin"
Netherlands,1,2015-11-25,Sorry,Justin Bieber
Netherlands,2,2015-11-25,Love Yourself,Justin Bieber & Jaden Smith
Netherlands,3,2015-11-25,Hello,Adele
Netherlands,4,2015-11-25,Here For You,Kygo & Ella Henderson
Netherlands,5,2015-11-25,Habibi (I Need Your Love),"Shaggy, Mohombi, Faydee & Costi"
Netherlands,6,2015-11-25,No Sense,Justin Bieber & Travis Scott
Netherlands,7,2015-11-25,Company,Justin Bieber
Netherlands,8,2015-11-25,Hula Hoop,OMI
Netherlands,9,2015-11-25,Round & Round,"Dyna, Firstman, Lil Kleine & Bollebof"
Netherlands,10,2015-11-25,Mark My Words,Justin Bieber
Netherlands,11,2015-11-25,Runnin' (Lose It All),"Naughty Boy, Beyonce & Arrow Benjamin"
Netherlands,12,2015-11-25,Photograph,Ed Sheeran
Netherlands,13,2015-11-25,Lean On,"Major Lazer, Snake & MO"
Netherlands,14,2015-11-25,Can't Feel My Face,Weeknd
Netherlands,15,2015-11-25,Take Your Time,Sam Hunt
Netherlands,16,2015-11-25,The Feeling,Justin Bieber & Halsey
Netherlands,17,2015-11-25,Easy Love,Sigala
Netherlands,18,2015-11-25,Children,Justin Bieber
Netherlands,19,2015-11-25,Ain't Nobody (Loves Me Better),Felix Jaehn & Jasmine Thompson
Netherlands,20,2015-11-25,Life Is Worth Living,Justin Bieber
Netherlands,21,2015-11-25,Sugar,Robin Schulz & Francesco Yates
Netherlands,22,2015-11-25,Mooi,Marco Borsato
Netherlands,23,2015-11-25,Adventure Of A Lifetime,Coldplay
Netherlands,24,2015-11-25,No Pressure,Justin Bieber & Big Sean
Netherlands,25,2015-11-25,What Do You Mean?,Justin Bieber
Netherlands,26,2015-11-25,Reality,Lost Frequencies & Janieck Devy
Netherlands,27,2015-11-25,Hotline Bling,Drake
Netherlands,28,2015-11-25,Marvin Gaye,Charlie Puth & Meghan Trainor
Netherlands,29,2015-11-25,I'll Show You,Justin Bieber
Netherlands,30,2015-11-25,Never Forget You,Zara Larsson & Mnek
Netherlands,31,2015-11-25,Treur Niet (Ode Aan Het Leven),Diggy Dex & JW Roy
Netherlands,32,2015-11-25,Lush Life,Zara Larsson
Netherlands,33,2015-11-25,Locked Away,R. City & Adam Levine
Netherlands,34,2015-11-25,How Deep Is Your Love,Calvin Harris & Disciples
Netherlands,35,2015-11-25,Stitches,Shawn Mendes
Netherlands,36,2015-11-25,Purpose,Justin Bieber
Netherlands,37,2015-11-25,Where Are U Now,"Skrillex, Diplo & Justin Bieber"
Netherlands,38,2015-11-25,Niemand,Mr Polska & Ronnie Flex
Netherlands,39,2015-11-25,Focus,Ariana Grande
Netherlands,40,2015-11-25,On My Mind,Ellie Goulding
Netherlands,1,2015-11-18,Sorry,Justin Bieber
Netherlands,2,2015-11-18,Love Yourself,Justin Bieber & Jaden Smith
Netherlands,3,2015-11-18,Hello,Adele
Netherlands,4,2015-11-18,Ain't Nobody (Loves Me Better),Felix Jaehn & Jasmine Thompson
Netherlands,5,2015-11-18,Stitches,Shawn Mendes
Netherlands,6,2015-11-18,Habibi (I Need Your Love),"Shaggy, Mohombi, Faydee & Costi"
Netherlands,7,2015-11-18,What Do You Mean?,Justin Bieber
Netherlands,8,2015-11-18,Where Are U Now,"Skrillex, Diplo & Justin Bieber"
Netherlands,9,2015-11-18,Take Your Time,Sam Hunt
Netherlands,10,2015-11-18,Here For You,Kygo & Ella Henderson
Netherlands,11,2015-11-18,Marvin Gaye,Charlie Puth & Meghan Trainor
Netherlands,12,2015-11-18,Can't Feel My Face,Weeknd
Netherlands,13,2015-11-18,Lush Life,Zara Larsson
Netherlands,14,2015-11-18,Company,Justin Bieber
Netherlands,15,2015-11-18,Mark My Words,Justin Bieber
Netherlands,16,2015-11-18,Sugar,Robin Schulz & Francesco Yates
Netherlands,17,2015-11-18,No Sense,Justin Bieber & Travis Scott
Netherlands,18,2015-11-18,Round & Round,"Dyna, Firstman, Lil Kleine & Bollebof"
Netherlands,19,2015-11-18,Niemand,Mr Polska & Ronnie Flex
Netherlands,20,2015-11-18,Lean On,"Major Lazer, Snake & MO"
Netherlands,21,2015-11-18,Investeren In De Liefde,"SFB, Ronnie Flex, Lil Kleine & Bokoesam"
Netherlands,22,2015-11-18,Hula Hoop,OMI
Netherlands,23,2015-11-18,Never Forget You,Zara Larsson & Mnek
Netherlands,24,2015-11-18,Hotline Bling,Drake
Netherlands,25,2015-11-18,The Feeling,Justin Bieber & Halsey
Netherlands,26,2015-11-18,Focus,Ariana Grande
Netherlands,27,2015-11-18,Adventure Of A Lifetime,Coldplay
Netherlands,28,2015-11-18,Mooi,Marco Borsato
Netherlands,29,2015-11-18,Easy Love,Sigala
Netherlands,30,2015-11-18,Purpose,Justin Bieber
Netherlands,31,2015-11-18,Photograph,Ed Sheeran
Netherlands,32,2015-11-18,Life Is Worth Living,Justin Bieber
Netherlands,33,2015-11-18,I'll Show You,Justin Bieber
Netherlands,34,2015-11-18,Children,Justin Bieber
Netherlands,35,2015-11-18,Reality,Lost Frequencies & Janieck Devy
Netherlands,36,2015-11-18,Locked Away,R. City & Adam Levine
Netherlands,37,2015-11-18,On My Mind,Ellie Goulding
Netherlands,38,2015-11-18,No Pressure,Justin Bieber & Big Sean
Netherlands,39,2015-11-18,Runnin' (Lose It All),"Naughty Boy, Beyonce & Arrow Benjamin"
Netherlands,40,2015-11-18,How Deep Is Your Love,Calvin Harris & Disciples
Netherlands,1,2015-11-11,Hello,Adele
Netherlands,2,2015-11-11,Sorry,Justin Bieber
Netherlands,3,2015-11-11,Niemand,Mr Polska & Ronnie Flex
Netherlands,4,2015-11-11,Runnin' (Lose It All),"Naughty Boy, Beyonce & Arrow Benjamin"
Netherlands,5,2015-11-11,Never Forget You,Zara Larsson & Mnek
Netherlands,6,2015-11-11,Show Me Love,Sam Feldt & Kimberly Anne
Netherlands,7,2015-11-11,Habibi (I Need Your Love),"Shaggy, Mohombi, Faydee & Costi"
Netherlands,8,2015-11-11,Photograph,Ed Sheeran
Netherlands,9,2015-11-11,How Deep Is Your Love,Calvin Harris & Disciples
Netherlands,10,2015-11-11,El Perdon,Nicky Jam & Enrique Iglesias
Netherlands,11,2015-11-11,Perfect,One Direction
Netherlands,12,2015-11-11,Adventure Of A Lifetime,Coldplay
Netherlands,13,2015-11-11,Sugar,Robin Schulz & Francesco Yates
Netherlands,14,2015-11-11,Investeren In De Liefde,"SFB, Ronnie Flex, Lil Kleine & Bokoesam"
Netherlands,15,2015-11-11,Ain't Nobody (Loves Me Better),Felix Jaehn & Jasmine Thompson
Netherlands,16,2015-11-11,Heading Up High,Armin Van Buuren & Kensington
Netherlands,17,2015-11-11,Marvin Gaye,Charlie Puth & Meghan Trainor
Netherlands,18,2015-11-11,Focus,Ariana Grande
Netherlands,19,2015-11-11,Hula Hoop,OMI
Netherlands,20,2015-11-11,What Do You Mean?,Justin Bieber
Netherlands,21,2015-11-11,Waiting For Love,Avicii
Netherlands,22,2015-11-11,Love Myself,Hailee Steinfeld
Netherlands,23,2015-11-11,Desire,Years & Years
Netherlands,24,2015-11-11,Sun Is Shining,Axwell & Ingrosso
Netherlands,25,2015-11-11,Hotline Bling,Drake
Netherlands,26,2015-11-11,Mooi,Marco Borsato
Netherlands,27,2015-11-11,Stitches,Shawn Mendes
Netherlands,28,2015-11-11,On My Mind,Ellie Goulding
Netherlands,29,2015-11-11,Locked Away,R. City & Adam Levine
Netherlands,30,2015-11-11,I'll Show You,Justin Bieber
Netherlands,31,2015-11-11,Lush Life,Zara Larsson
Netherlands,32,2015-11-11,Easy Love,Sigala
Netherlands,33,2015-11-11,Here For You,Kygo & Ella Henderson
Netherlands,34,2015-11-11,The Hills,Weeknd
Netherlands,35,2015-11-11,Take Your Time,Sam Hunt
Netherlands,36,2015-11-11,Round & Round,"Dyna, Firstman, Lil Kleine & Bollebof"
Netherlands,37,2015-11-11,Can't Feel My Face,Weeknd
Netherlands,38,2015-11-11,Reality,Lost Frequencies & Janieck Devy
Netherlands,39,2015-11-11,Dominique,Anouk
Netherlands,40,2015-11-11,Lean On,"Major Lazer, Snake & MO"
Netherlands,1,2015-11-04,Hello,Adele
Netherlands,2,2015-11-04,Sorry,Justin Bieber
Netherlands,3,2015-11-04,What Do You Mean?,Justin Bieber
Netherlands,4,2015-11-04,El Perdon,Nicky Jam & Enrique Iglesias
Netherlands,5,2015-11-04,Sun Is Shining,Axwell & Ingrosso
Netherlands,6,2015-11-04,Here For You,Kygo & Ella Henderson
Netherlands,7,2015-11-04,Hotline Bling,Drake
Netherlands,8,2015-11-04,Reality,Lost Frequencies & Janieck Devy
Netherlands,9,2015-11-04,Niemand,Mr Polska & Ronnie Flex
Netherlands,10,2015-11-04,Focus,Ariana Grande
Netherlands,11,2015-11-04,Stitches,Shawn Mendes
Netherlands,12,2015-11-04,For A Better Day,Avicii
Netherlands,13,2015-11-04,Hula Hoop,OMI
Netherlands,14,2015-11-04,Marvin Gaye,Charlie Puth & Meghan Trainor
Netherlands,15,2015-11-04,The Hills,Weeknd
Netherlands,16,2015-11-04,Show Me Love,Sam Feldt & Kimberly Anne
Netherlands,17,2015-11-04,Ghost Town,Adam Lambert
Netherlands,18,2015-11-04,Never Forget You,Zara Larsson & Mnek
Netherlands,19,2015-11-04,Waiting For Love,Avicii
Netherlands,20,2015-11-04,Easy Love,Sigala
Netherlands,21,2015-11-04,Can't Feel My Face,Weeknd
Netherlands,22,2015-11-04,Lush Life,Zara Larsson
Netherlands,23,2015-11-04,Round & Round,"Dyna, Firstman, Lil Kleine & Bollebof"
Netherlands,24,2015-11-04,Let It Go,James Bay
Netherlands,25,2015-11-04,Sugar,Robin Schulz & Francesco Yates
Netherlands,26,2015-11-04,Perfect,One Direction
Netherlands,27,2015-11-04,Lean On,"Major Lazer, Snake & MO"
Netherlands,28,2015-11-04,Desire,Years & Years
Netherlands,29,2015-11-04,Locked Away,R. City & Adam Levine
Netherlands,30,2015-11-04,How Deep Is Your Love,Calvin Harris & Disciples
Netherlands,31,2015-11-04,On My Mind,Ellie Goulding
Netherlands,32,2015-11-04,Dominique,Anouk
Netherlands,33,2015-11-04,Love Myself,Hailee Steinfeld
Netherlands,34,2015-11-04,Investeren In De Liefde,"SFB, Ronnie Flex, Lil Kleine & Bokoesam"
Netherlands,35,2015-11-04,Runnin' (Lose It All),"Naughty Boy, Beyonce & Arrow Benjamin"
Netherlands,36,2015-11-04,Take Your Time,Sam Hunt
Netherlands,37,2015-11-04,Habibi (I Need Your Love),"Shaggy, Mohombi, Faydee & Costi"
Netherlands,38,2015-11-04,Photograph,Ed Sheeran
Netherlands,39,2015-11-04,Ain't Nobody (Loves Me Better),Felix Jaehn & Jasmine Thompson
Netherlands,40,2015-11-04,Mooi,Marco Borsato
Netherlands,1,2015-10-29,Hello,Adele
Netherlands,2,2015-10-29,Sorry,Justin Bieber
Netherlands,3,2015-10-29,What Do You Mean?,Justin Bieber
Netherlands,4,2015-10-29,Investeren In De Liefde,"SFB, Ronnie Flex, Lil Kleine & Bokoesam"
Netherlands,5,2015-10-29,Ghost Town,Adam Lambert
Netherlands,6,2015-10-29,El Perdon,Nicky Jam & Enrique Iglesias
Netherlands,7,2015-10-29,Round & Round,"Dyna, Firstman, Lil Kleine & Bollebof"
Netherlands,8,2015-10-29,Stole The Show,Kygo & Parson James
Netherlands,9,2015-10-29,Dominique,Anouk
Netherlands,10,2015-10-29,Waiting For Love,Avicii
Netherlands,11,2015-10-29,Where Are U Now,"Skrillex, Diplo & Justin Bieber"
Netherlands,12,2015-10-29,Habibi (I Need Your Love),"Shaggy, Mohombi, Faydee & Costi"
Netherlands,13,2015-10-29,Runnin' (Lose It All),"Naughty Boy, Beyonce & Arrow Benjamin"
Netherlands,14,2015-10-29,Sun Is Shining,Axwell & Ingrosso
Netherlands,15,2015-10-29,Hula Hoop,OMI
Netherlands,16,2015-10-29,Perfect,One Direction
Netherlands,17,2015-10-29,Never Forget You,Zara Larsson & Mnek
Netherlands,18,2015-10-29,Reality,Lost Frequencies & Janieck Devy
Netherlands,19,2015-10-29,Sugar,Robin Schulz & Francesco Yates
Netherlands,20,2015-10-29,Desire,Years & Years
Netherlands,21,2015-10-29,Show Me Love,Sam Feldt & Kimberly Anne
Netherlands,22,2015-10-29,Can't Feel My Face,Weeknd
Netherlands,23,2015-10-29,Niemand,Mr Polska & Ronnie Flex
Netherlands,24,2015-10-29,Here For You,Kygo & Ella Henderson
Netherlands,25,2015-10-29,Drag Me Down,One Direction
Netherlands,26,2015-10-29,Lush Life,Zara Larsson
Netherlands,27,2015-10-29,Take Your Time,Sam Hunt
Netherlands,28,2015-10-29,Let It Go,James Bay
Netherlands,29,2015-10-29,Photograph,Ed Sheeran
Netherlands,30,2015-10-29,Easy Love,Sigala
Netherlands,31,2015-10-29,The Hills,Weeknd
Netherlands,32,2015-10-29,Lean On,"Major Lazer, Snake & MO"
Netherlands,33,2015-10-29,For A Better Day,Avicii
Netherlands,34,2015-10-29,Locked Away,R. City & Adam Levine
Netherlands,35,2015-10-29,On My Mind,Ellie Goulding
Netherlands,36,2015-10-29,Ain't Nobody (Loves Me Better),Felix Jaehn & Jasmine Thompson
Netherlands,37,2015-10-29,How Deep Is Your Love,Calvin Harris & Disciples
Netherlands,38,2015-10-29,Hotline Bling,Drake
Netherlands,39,2015-10-29,Stitches,Shawn Mendes
Netherlands,40,2015-10-29,Mooi,Marco Borsato
Netherlands,1,2015-10-22,What Do You Mean?,Justin Bieber
Netherlands,2,2015-10-22,Niemand,Mr Polska & Ronnie Flex
Netherlands,3,2015-10-22,Lush Life,Zara Larsson
Netherlands,4,2015-10-22,Can't Feel My Face,Weeknd
Netherlands,5,2015-10-22,Sugar,Robin Schulz & Francesco Yates
Netherlands,6,2015-10-22,Lean On,"Major Lazer, Snake & MO"
Netherlands,7,2015-10-22,Here For You,Kygo & Ella Henderson
Netherlands,8,2015-10-22,Habibi (I Need Your Love),"Shaggy, Mohombi, Faydee & Costi"
Netherlands,9,2015-10-22,Easy Love,Sigala
Netherlands,10,2015-10-22,Where Are U Now,"Skrillex, Diplo & Justin Bieber"
Netherlands,11,2015-10-22,Waiting For Love,Avicii
Netherlands,12,2015-10-22,Don't Worry,Madcon & Ray Dalton
Netherlands,13,2015-10-22,Sun Is Shining,Axwell & Ingrosso
Netherlands,14,2015-10-22,Watch Me,Silento
Netherlands,15,2015-10-22,For A Better Day,Avicii
Netherlands,16,2015-10-22,Investeren In De Liefde,"SFB, Ronnie Flex, Lil Kleine & Bokoesam"
Netherlands,17,2015-10-22,How Deep Is Your Love,Calvin Harris & Disciples
Netherlands,18,2015-10-22,Perfect,One Direction
Netherlands,19,2015-10-22,Dominique,Anouk
Netherlands,20,2015-10-22,Stitches,Shawn Mendes
Netherlands,21,2015-10-22,El Perdon,Nicky Jam & Enrique Iglesias
Netherlands,22,2015-10-22,Ghost Town,Adam Lambert
Netherlands,23,2015-10-22,Let It Go,James Bay
Netherlands,24,2015-10-22,Take Your Time,Sam Hunt
Netherlands,25,2015-10-22,Runnin' (Lose It All),"Naughty Boy, Beyonce & Arrow Benjamin"
Netherlands,26,2015-10-22,Stole The Show,Kygo & Parson James
Netherlands,27,2015-10-22,On My Mind,Ellie Goulding
Netherlands,28,2015-10-22,Reality,Lost Frequencies & Janieck Devy
Netherlands,29,2015-10-22,That's How You Know,Nico & Vinz
Netherlands,30,2015-10-22,Show Me Love,Sam Feldt & Kimberly Anne
Netherlands,31,2015-10-22,The Hills,Weeknd
Netherlands,32,2015-10-22,Hotline Bling,Drake
Netherlands,33,2015-10-22,Desire,Years & Years
Netherlands,34,2015-10-22,Mooi,Marco Borsato
Netherlands,35,2015-10-22,Photograph,Ed Sheeran
Netherlands,36,2015-10-22,Hula Hoop,OMI
Netherlands,37,2015-10-22,Round & Round,"Dyna, Firstman, Lil Kleine & Bollebof"
Netherlands,38,2015-10-22,Drag Me Down,One Direction
Netherlands,39,2015-10-22,Ain't Nobody (Loves Me Better),Felix Jaehn & Jasmine Thompson
Netherlands,40,2015-10-22,Locked Away,R. City & Adam Levine
Netherlands,1,2015-10-15,What Do You Mean?,Justin Bieber
Netherlands,2,2015-10-15,Niemand,Mr Polska & Ronnie Flex
Netherlands,3,2015-10-15,Easy Love,Sigala
Netherlands,4,2015-10-15,That's How You Know,Nico & Vinz
Netherlands,5,2015-10-15,Good For You,Selena Gomez & A$ap Rocky
Netherlands,6,2015-10-15,Watch Me,Silento
Netherlands,7,2015-10-15,For A Better Day,Avicii
Netherlands,8,2015-10-15,How Deep Is Your Love,Calvin Harris & Disciples
Netherlands,9,2015-10-15,Drag Me Down,One Direction
Netherlands,10,2015-10-15,Reality,Lost Frequencies & Janieck Devy
Netherlands,11,2015-10-15,Take Your Time,Sam Hunt
Netherlands,12,2015-10-15,Hotline Bling,Drake
Netherlands,13,2015-10-15,Don't Worry,Madcon & Ray Dalton
Netherlands,14,2015-10-15,Sugar,Robin Schulz & Francesco Yates
Netherlands,15,2015-10-15,Lean On,"Major Lazer, Snake & MO"
Netherlands,16,2015-10-15,On My Mind,Ellie Goulding
Netherlands,17,2015-10-15,Dominique,Anouk
Netherlands,18,2015-10-15,El Mismo Sol,Alvaro Soler & Jennifer Lopez
Netherlands,19,2015-10-15,Here For You,Kygo & Ella Henderson
Netherlands,20,2015-10-15,Round & Round,"Dyna, Firstman, Lil Kleine & Bollebof"
Netherlands,21,2015-10-15,Can't Feel My Face,Weeknd
Netherlands,22,2015-10-15,Locked Away,R. City & Adam Levine
Netherlands,23,2015-10-15,Waiting For Love,Avicii
Netherlands,24,2015-10-15,Runnin' (Lose It All),"Naughty Boy, Beyonce & Arrow Benjamin"
Netherlands,25,2015-10-15,Ain't Nobody (Loves Me Better),Felix Jaehn & Jasmine Thompson
Netherlands,26,2015-10-15,Sun Is Shining,Axwell & Ingrosso
Netherlands,27,2015-10-15,Omen,Disclosure & Sam Smith
Netherlands,28,2015-10-15,Show Me Love,Sam Feldt & Kimberly Anne
Netherlands,29,2015-10-15,Stole The Show,Kygo & Parson James
Netherlands,30,2015-10-15,Let It Go,James Bay
Netherlands,31,2015-10-15,El Perdon,Nicky Jam & Enrique Iglesias
Netherlands,32,2015-10-15,Habibi (I Need Your Love),"Shaggy, Mohombi, Faydee & Costi"
Netherlands,33,2015-10-15,Ghost Town,Adam Lambert
Netherlands,34,2015-10-15,Where Are U Now,"Skrillex, Diplo & Justin Bieber"
Netherlands,35,2015-10-15,Investeren In De Liefde,"SFB, Ronnie Flex, Lil Kleine & Bokoesam"
Netherlands,36,2015-10-15,Hula Hoop,OMI
Netherlands,37,2015-10-15,The Hills,Weeknd
Netherlands,38,2015-10-15,Photograph,Ed Sheeran
Netherlands,39,2015-10-15,Stitches,Shawn Mendes
Netherlands,40,2015-10-15,Lush Life,Zara Larsson
Netherlands,1,2015-10-08,What Do You Mean?,Justin Bieber
Netherlands,2,2015-10-08,Easy Love,Sigala
Netherlands,3,2015-10-08,Niemand,Mr Polska & Ronnie Flex
Netherlands,4,2015-10-08,Photograph,Ed Sheeran
Netherlands,5,2015-10-08,Ghost Town,Adam Lambert
Netherlands,6,2015-10-08,Omen,Disclosure & Sam Smith
Netherlands,7,2015-10-08,Let It Go,James Bay
Netherlands,8,2015-10-08,Stole The Show,Kygo & Parson James
Netherlands,9,2015-10-08,Lush Life,Zara Larsson
Netherlands,10,2015-10-08,Lean On,"Major Lazer, Snake & MO"
Netherlands,11,2015-10-08,Ain't Nobody (Loves Me Better),Felix Jaehn & Jasmine Thompson
Netherlands,12,2015-10-08,Waiting For Love,Avicii
Netherlands,13,2015-10-08,That's How You Know,Nico & Vinz
Netherlands,14,2015-10-08,Show Me Love,Sam Feldt & Kimberly Anne
Netherlands,15,2015-10-08,Sun Is Shining,Axwell & Ingrosso
Netherlands,16,2015-10-08,Sugar,Robin Schulz & Francesco Yates
Netherlands,17,2015-10-08,Don't Worry,Madcon & Ray Dalton
Netherlands,18,2015-10-08,For A Better Day,Avicii
Netherlands,19,2015-10-08,Good For You,Selena Gomez & A$ap Rocky
Netherlands,20,2015-10-08,Cheerleader,OMI
Netherlands,21,2015-10-08,How Deep Is Your Love,Calvin Harris & Disciples
Netherlands,22,2015-10-08,The Hills,Weeknd
Netherlands,23,2015-10-08,Watch Me,Silento
Netherlands,24,2015-10-08,On My Mind,Ellie Goulding
Netherlands,25,2015-10-08,Dominique,Anouk
Netherlands,26,2015-10-08,Runnin' (Lose It All),"Naughty Boy, Beyonce & Arrow Benjamin"
Netherlands,27,2015-10-08,Habibi (I Need Your Love),"Shaggy, Mohombi, Faydee & Costi"
Netherlands,28,2015-10-08,Locked Away,R. City & Adam Levine
Netherlands,29,2015-10-08,Can't Feel My Face,Weeknd
Netherlands,30,2015-10-08,Drank & Drugs,Lil Kleine & Ronnie Flex
Netherlands,31,2015-10-08,Investeren In De Liefde,"SFB, Ronnie Flex, Lil Kleine & Bokoesam"
Netherlands,32,2015-10-08,Reality,Lost Frequencies & Janieck Devy
Netherlands,33,2015-10-08,Here For You,Kygo & Ella Henderson
Netherlands,34,2015-10-08,El Mismo Sol,Alvaro Soler & Jennifer Lopez
Netherlands,35,2015-10-08,Hula Hoop,OMI
Netherlands,36,2015-10-08,Where Are U Now,"Skrillex, Diplo & Justin Bieber"
Netherlands,37,2015-10-08,Round & Round,"Dyna, Firstman, Lil Kleine & Bollebof"
Netherlands,38,2015-10-08,Take Your Time,Sam Hunt
Netherlands,39,2015-10-08,Drag Me Down,One Direction
Netherlands,40,2015-10-08,El Perdon,Nicky Jam & Enrique Iglesias
Netherlands,1,2015-10-01,What Do You Mean?,Justin Bieber
Netherlands,2,2015-10-01,How Deep Is Your Love,Calvin Harris & Disciples
Netherlands,3,2015-10-01,Easy Love,Sigala
Netherlands,4,2015-10-01,Ain't Nobody (Loves Me Better),Felix Jaehn & Jasmine Thompson
Netherlands,5,2015-10-01,Ghost Town,Adam Lambert
Netherlands,6,2015-10-01,Lush Life,Zara Larsson
Netherlands,7,2015-10-01,Reality,Lost Frequencies & Janieck Devy
Netherlands,8,2015-10-01,The Hills,Weeknd
Netherlands,9,2015-10-01,Can't Feel My Face,Weeknd
Netherlands,10,2015-10-01,Hula Hoop,OMI
Netherlands,11,2015-10-01,Let It Go,James Bay
Netherlands,12,2015-10-01,Investeren In De Liefde,"SFB, Ronnie Flex, Lil Kleine & Bokoesam"
Netherlands,13,2015-10-01,Drag Me Down,One Direction
Netherlands,14,2015-10-01,Locked Away,R. City & Adam Levine
Netherlands,15,2015-10-01,Habibi (I Need Your Love),"Shaggy, Mohombi, Faydee & Costi"
Netherlands,16,2015-10-01,For A Better Day,Avicii
Netherlands,17,2015-10-01,El Mismo Sol,Alvaro Soler & Jennifer Lopez
Netherlands,18,2015-10-01,Dominique,Anouk
Netherlands,19,2015-10-01,Take Your Time,Sam Hunt
Netherlands,20,2015-10-01,Cheerleader,OMI
Netherlands,21,2015-10-01,Stole The Show,Kygo & Parson James
Netherlands,22,2015-10-01,Watch Me,Silento
Netherlands,23,2015-10-01,That's How You Know,Nico & Vinz
Netherlands,24,2015-10-01,Where Are U Now,"Skrillex, Diplo & Justin Bieber"
Netherlands,25,2015-10-01,Round & Round,"Dyna, Firstman, Lil Kleine & Bollebof"
Netherlands,26,2015-10-01,Drank & Drugs,Lil Kleine & Ronnie Flex
Netherlands,27,2015-10-01,Omen,Disclosure & Sam Smith
Netherlands,28,2015-10-01,Waiting For Love,Avicii
Netherlands,29,2015-10-01,Show Me Love,Sam Feldt & Kimberly Anne
Netherlands,30,2015-10-01,Lean On,"Major Lazer, Snake & MO"
Netherlands,31,2015-10-01,Don't Worry,Madcon & Ray Dalton
Netherlands,32,2015-10-01,Here For You,Kygo & Ella Henderson
Netherlands,33,2015-10-01,On My Mind,Ellie Goulding
Netherlands,34,2015-10-01,Good For You,Selena Gomez & A$ap Rocky
Netherlands,35,2015-10-01,Writing's On The Wall,Sam Smith
Netherlands,36,2015-10-01,Niemand,Mr Polska & Ronnie Flex
Netherlands,37,2015-10-01,Photograph,Ed Sheeran
Netherlands,38,2015-10-01,Sun Is Shining,Axwell & Ingrosso
Netherlands,39,2015-10-01,Sugar,Robin Schulz & Francesco Yates
