Country,Position,Date,Song title,Song author,Country artist,Genre

Austria,19,2023-07-18,Sara Perche Ti Amo,Ricchi & Poveri,IT,Pop

Austria,20,2023-07-18,Tattoo,Loreen,SE,Pop

Austria,1,2023-06-20,Friesenjung,"Ski Aggu, Joost & Otto Waalkes",DE,Hip-Hop/Rap

Austria,2,2023-06-20,Komet,Udo Lindenberg & Apache 207,DE,Pop

Austria,3,2023-06-20,Flowers,Miley Cyrus,US,Pop

Austria,4,2023-06-20,Daylight,David Kushner,US,Pop

Austria,5,2023-06-20,Sprinter,Dave & Central Cee,England,Hip-Hop/Rap

Austria,6,2023-06-20,Alles Nur Kein Star,Bonez MC,DE,Hip-Hop/Rap

Austria,7,2023-06-20,TABU.,Yung Yury & Damn Yury,,Techno

Austria,8,2023-06-20,Tattoo,Loreen,SE,Pop

Austria,9,2023-06-20,Nachts Wach,"Miksu, Macloud & Makko",DE,

Austria,10,2023-06-20,All Night,RAF Camora & Luciano,AT,

Austria,11,2023-06-20,I'm Good (Blue),David Guetta & Bebe Rexha,US,Dance

Austria,12,2023-06-20,Bei Nacht,RAF Camora & CRO,AT,

Austria,13,2023-06-20,Lay Low,Tiesto,NL,

Austria,14,2023-06-20,Baby Don't Hurt Me,"David Guetta, Anne-Marie & Coi Leray",US,Dance

Austria,15,2023-06-20,Was Weist Du Schon,Apache 207,DE,Hip-Hop/Rap

Austria,16,2023-06-20,Living In A Haze,Milky Chance,DE,Alternative

Austria,17,2023-06-20,Sara Perche Ti Amo,Ricchi & Poveri,IT,Pop

Austria,18,2023-06-20,Wildberry Lillet,Nina Chuba,DE,Hip-Hop/Rap

Austria,19,2023-06-20,Mockingbird,Eminem,US,Hip-Hop/Rap

Austria,20,2023-06-20,Wenn Das So Bleibt,Apache 207,DE,Hip-Hop/Rap

Austria,1,2023-05-23,Tattoo,Loreen,SE,Pop

Austria,2,2023-05-23,Anna,RAF Camora,AT,

Austria,3,2023-05-23,Komet,Udo Lindenberg & Apache 207,DE,Pop

Austria,4,2023-05-23,Who The Hell Is Edgar?,Teya & Salena,,

Austria,5,2023-05-23,Daylight,David Kushner,US,Pop

Austria,6,2023-05-23,Flowers,Miley Cyrus,US,Pop

Austria,7,2023-05-23,Cha Cha Cha,Kaarija,FI,

Austria,8,2023-05-23,Queen Of Kings,Alessandra,,Pop

Austria,9,2023-05-23,All Night,RAF Camora & Luciano,AT,

Austria,10,2023-05-23,Mockingbird,Eminem,US,Hip-Hop/Rap

Austria,11,2023-05-23,TABU.,Yung Yury & Damn Yury,,Techno

Austria,12,2023-05-23,Cinnamon Roll,Gzuz & Bonez MC,DE,

Austria,13,2023-05-23,Expensive Shit,Reezy & Luciano,DE,

Austria,14,2023-05-23,I'm Good (Blue),David Guetta & Bebe Rexha,US,Dance

Austria,15,2023-05-23,Nachts Wach,"Miksu, Macloud & Makko",DE,

Austria,16,2023-05-23,Wildberry Lillet,Nina Chuba,DE,Hip-Hop/Rap

Austria,17,2023-05-23,Another Love,Tom Odell,GB,Singer/Songwriter

Austria,18,2023-05-23,Baby Don't Hurt Me,"David Guetta, Anne-Marie & Coi Leray",US,Dance

Austria,19,2023-05-23,Sara Perche Ti Amo,Ricchi & Poveri,IT,Pop

Austria,20,2023-05-23,Calm Down,Rema,GB,

Austria,1,2023-04-25,Komet,Udo Lindenberg & Apache 207,DE,Pop

Austria,2,2023-04-25,Daylight,David Kushner,US,Pop

Austria,3,2023-04-25,All Night,RAF Camora & Luciano,AT,

Austria,4,2023-04-25,Flowers,Miley Cyrus,US,Pop

Austria,5,2023-04-25,Mockingbird,Eminem,US,Hip-Hop/Rap

Austria,6,2023-04-25,I'm Good (Blue),David Guetta & Bebe Rexha,US,Dance

Austria,7,2023-04-25,Wildberry Lillet,Nina Chuba,DE,Hip-Hop/Rap

Austria,8,2023-04-25,Breaking Your Heart,Apache 207,DE,Hip-Hop/Rap

Austria,9,2023-04-25,Another Love,Tom Odell,GB,Singer/Songwriter

Austria,10,2023-04-25,Nachts Wach,"Miksu, Macloud & Makko",DE,

Austria,11,2023-04-25,Calm Down,Rema,GB,

Austria,12,2023-04-25,Trustfall,P!nk,US,Dance

Austria,13,2023-04-25,Unholy,Sam Smith & Kim Petras,US,Dance

Austria,14,2023-04-25,Bamba,"Luciano, Aitch & BIA",Manchester,

Austria,15,2023-04-25,Bad Memories,"Meduza, James Carter, Elley Duhe & Fast Boy",US,

Austria,16,2023-04-25,Pass Auf,HoodBlaq,DE,Hip-Hop/Rap

Austria,17,2023-04-25,10:35,DJ Tiesto & Tate McRae,NL,

Austria,18,2023-04-25,Eyes Closed,Ed Sheeran,GB,Pop

Austria,19,2023-04-25,Baby Don't Hurt Me,"David Guetta, Anne-Marie & Coi Leray",US,Dance

Austria,20,2023-04-25,Sie Weiss,Ayliva & Mero,DE,

Austria,1,2023-03-28,Flowers,Miley Cyrus,US,Pop

Austria,2,2023-03-28,Komet,Udo Lindenberg & Apache 207,DE,Pop

Austria,3,2023-03-28,Wildberry Lillet,Nina Chuba,DE,Hip-Hop/Rap

Austria,4,2023-03-28,I'm Good (Blue),David Guetta & Bebe Rexha,US,Dance

Austria,5,2023-03-28,Nachts Wach,"Miksu, Macloud & Makko",DE,

Austria,6,2023-03-28,Sie Weiss,Ayliva & Mero,DE,

Austria,7,2023-03-28,Calm Down,Rema,GB,

Austria,8,2023-03-28,Unholy,Sam Smith & Kim Petras,US,Dance

Austria,9,2023-03-28,Another Love,Tom Odell,GB,Singer/Songwriter

Austria,10,2023-03-28,Bamba,"Luciano, Aitch & BIA",Manchester,

Austria,11,2023-03-28,Connexion,RAF Camora & Baby Gang,AT,Hip-Hop/Rap

Austria,12,2023-03-28,10:35,DJ Tiesto & Tate McRae,NL,

Austria,13,2023-03-28,Bad Memories,"Meduza, James Carter, Elley Duhe & Fast Boy",US,

Austria,14,2023-03-28,Nix Zu Tun,"Bonez MC, Gzuz & Olexesh",DE,Hip-Hop/Rap

Austria,15,2023-03-28,Anti-Hero,Taylor Swift,US,Pop

Austria,16,2023-03-28,Auf Die Party,Badmomzjay & Domiziana,DE,

Austria,17,2023-03-28,Mockingbird,Eminem,US,Hip-Hop/Rap

Austria,18,2023-03-28,Escapism,Raye & 070 Shake,US,

Austria,19,2023-03-28,Snap,Rosa Linn,AM,Indie Pop

Austria,20,2023-03-28,Trustfall,P!nk,US,Dance

Austria,1,2023-02-28,Flowers,Miley Cyrus,US,Pop

Austria,2,2023-02-28,Komet,Udo Lindenberg & Apache 207,DE,Pop

Austria,3,2023-02-28,Sie Weiss,Ayliva & Mero,DE,

Austria,4,2023-02-28,I'm Good (Blue),David Guetta & Bebe Rexha,US,Dance

Austria,5,2023-02-28,Unholy,Sam Smith & Kim Petras,US,Dance

Austria,6,2023-02-28,Bad Memories,"Meduza, James Carter, Elley Duhe & Fast Boy",US,

Austria,7,2023-02-28,Escapism,Raye & 070 Shake,US,

Austria,8,2023-02-28,Another Love,Tom Odell,GB,Singer/Songwriter

Austria,9,2023-02-28,Nachts Wach,"Miksu, Macloud & Makko",DE,

Austria,10,2023-02-28,10:35,DJ Tiesto & Tate McRae,NL,

Austria,11,2023-02-28,Bamba,"Luciano, Aitch & BIA",Manchester,

Austria,12,2023-02-28,Sturkopf (Mit Ner Glock),Bonez MC & Gzuz,DE,Hip-Hop/Rap

Austria,13,2023-02-28,Wildberry Lillet,Nina Chuba,DE,Hip-Hop/Rap

Austria,14,2023-02-28,Sure Thing,Miguel,US,R&B/Soul

Austria,15,2023-02-28,Calm Down,Rema,GB,

Austria,16,2023-02-28,Anti-Hero,Taylor Swift,US,Pop

Austria,17,2023-02-28,Green Green Grass,George Ezra,GB,Singer/Songwriter

Austria,18,2023-02-28,Mockingbird,Eminem,US,Hip-Hop/Rap

Austria,19,2023-02-28,Kill Bill,SZA,US,R&B/Soul

Austria,20,2023-02-28,Creepin',"Metro Boomin, Weeknd & 21 Savage",US,

Austria,1,2023-01-31,Flowers,Miley Cyrus,US,Pop

Austria,2,2023-01-31,Sie Weiss,Ayliva & Mero,DE,

Austria,3,2023-01-31,Komet,Udo Lindenberg & Apache 207,DE,Pop

Austria,4,2023-01-31,I'm Good (Blue),David Guetta & Bebe Rexha,US,Dance

Austria,5,2023-01-31,Escapism,Raye & 070 Shake,US,

Austria,6,2023-01-31,YumYum,Bonez MC & Gzuz,DE,Hip-Hop/Rap

Austria,7,2023-01-31,Unholy,Sam Smith & Kim Petras,US,Dance

Austria,8,2023-01-31,Another Love,Tom Odell,GB,Singer/Songwriter

Austria,9,2023-01-31,Bad Memories,"Meduza, James Carter, Elley Duhe & Fast Boy",US,

Austria,10,2023-01-31,Brodies,Ufo361 & Gunna,DE,Hip-Hop/Rap

Austria,11,2023-01-31,Nachts Wach,"Miksu, Macloud & Makko",DE,

Austria,12,2023-01-31,Normal Zu Lieben,Jamule,DE,Hip-Hop/Rap

Austria,13,2023-01-31,Anti-Hero,Taylor Swift,US,Pop

Austria,14,2023-01-31,Bamba,"Luciano, Aitch & BIA",Manchester,

Austria,15,2023-01-31,Wildberry Lillet,Nina Chuba,DE,Hip-Hop/Rap

Austria,16,2023-01-31,Let Go,Central Cee,England,Hip-Hop/Rap

Austria,17,2023-01-31,Creepin',"Metro Boomin, Weeknd & 21 Savage",US,

Austria,18,2023-01-31,Mockingbird,Eminem,US,Hip-Hop/Rap

Austria,19,2023-01-31,Calm Down,Rema,GB,

Austria,20,2023-01-31,10:35,DJ Tiesto & Tate McRae,NL,

Austria,1,2023-01-03,Last Christmas,Wham!,GB,Pop

Austria,2,2023-01-03,All I Want For Christmas Is You,Mariah Carey,US,Christmas: Pop

Austria,3,2023-01-03,Rockin' Around The Christmas Tree,Brenda Lee,Nashville,Christmas

Austria,4,2023-01-03,Merry Christmas Everyone,Shakin' Stevens,GB,Rock

Austria,5,2023-01-03,Driving Home For Christmas,Chris Rea,GB,Adult Contemporary

Austria,6,2023-01-03,Feliz Navidad,Jose Feliciano,US,

Austria,7,2023-01-03,Jingle Bell Rock,Bobby Helms,US,Holiday

Austria,8,2023-01-03,It's Beginning To Look A Lot Like Christmas,Michael Buble,CA,

Austria,9,2023-01-03,Merry Christmas,Ed Sheeran & Elton John,GB,Holiday

Austria,10,2023-01-03,Happy Xmas (War Is Over),John Lennon,GB,

Austria,11,2023-01-03,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,US,Christmas: Classic

Austria,12,2023-01-03,Wonderful Dream (Holidays Are Coming),Melanie Thornton,DE,Pop

Austria,13,2023-01-03,Santa Tell Me,Ariana Grande,US,Holiday

Austria,14,2023-01-03,Underneath The Tree,Kelly Clarkson,US,Holiday

Austria,15,2023-01-03,Snowman,Sia,AU,Holiday

Austria,16,2023-01-03,Wonderful Christmastime,Paul McCartney,GB,Rock

Austria,17,2023-01-03,Do They Know It's Christmas,Band Aid,,Holiday

Austria,18,2023-01-03,Holly Jolly Christmas,Michael Buble,CA,

Austria,19,2023-01-03,Hallelujah,Pentatonix,US,

Austria,20,2023-01-03,Thank God It's Christmas,Queen,GB,Pop

Austria,1,2022-12-06,All I Want For Christmas Is You,Mariah Carey,US,Christmas: Pop

Austria,2,2022-12-06,Last Christmas,Wham!,GB,Pop

Austria,3,2022-12-06,Merry Christmas Everyone,Shakin' Stevens,GB,Rock

Austria,4,2022-12-06,Rockin' Around The Christmas Tree,Brenda Lee,Nashville,Christmas

Austria,5,2022-12-06,Driving Home For Christmas,Chris Rea,GB,Adult Contemporary

Austria,6,2022-12-06,Jingle Bell Rock,Bobby Helms,US,Holiday

Austria,7,2022-12-06,It's Beginning To Look A Lot Like Christmas,Michael Buble,CA,

Austria,8,2022-12-06,Feliz Navidad,Jose Feliciano,US,

Austria,9,2022-12-06,Santa Tell Me,Ariana Grande,US,Holiday

Austria,10,2022-12-06,I'm Good (Blue),David Guetta & Bebe Rexha,US,Dance

Austria,11,2022-12-06,Unholy,Sam Smith & Kim Petras,US,Dance

Austria,12,2022-12-06,Underneath The Tree,Kelly Clarkson,US,Holiday

Austria,13,2022-12-06,Merry Christmas,Ed Sheeran & Elton John,GB,Holiday

Austria,14,2022-12-06,Do They Know It's Christmas,Band Aid,,Holiday

Austria,15,2022-12-06,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,US,Christmas: Classic

Austria,16,2022-12-06,Snowman,Sia,AU,Holiday

Austria,17,2022-12-06,Happy Xmas (War Is Over),John Lennon,GB,

Austria,18,2022-12-06,Bamba,"Luciano, Aitch & BIA",Manchester,

Austria,19,2022-12-06,Zukunft Pink,Peter Fox & Inez,US,

Austria,20,2022-12-06,Wonderful Dream (Holidays Are Coming),Melanie Thornton,DE,Pop

Austria,1,2022-11-08,Unholy,Sam Smith & Kim Petras,US,Dance

Austria,2,2022-11-08,I'm Good (Blue),David Guetta & Bebe Rexha,US,Dance

Austria,3,2022-11-08,Bamba,"Luciano, Aitch & BIA",Manchester,

Austria,4,2022-11-08,Nachts Wach,"Miksu, Macloud & Makko",DE,

Austria,5,2022-11-08,Zukunft Pink,Peter Fox & Inez,US,

Austria,6,2022-11-08,Wildberry Lillet,Nina Chuba,DE,Hip-Hop/Rap

Austria,7,2022-11-08,Anti-Hero,Taylor Swift,US,Pop

Austria,8,2022-11-08,Snap,Rosa Linn,AM,Indie Pop

Austria,9,2022-11-08,Another Love,Tom Odell,GB,Singer/Songwriter

Austria,10,2022-11-08,Miss You,Southstar,DE,

Austria,11,2022-11-08,Lift Me Up,Rihanna,US,Pop

Austria,12,2022-11-08,Miss You,Southstar,DE,

Austria,13,2022-11-08,Ferrari,James Hype & Miggy Dela Rosa,,Dance

Austria,14,2022-11-08,Mockingbird,Eminem,US,Hip-Hop/Rap

Austria,15,2022-11-08,I Ain't Worried,OneRepublic,US,Pop

Austria,16,2022-11-08,Don't You Worry,"Black Eyed Peas, Shakira & David Guetta",US,Pop

Austria,17,2022-11-08,How Do I Say Goodbye,Dean Lewis,AU,Singer/Songwriter

Austria,18,2022-11-08,Beautiful Girl,Luciano,JM,Hip-Hop/Rap

Austria,19,2022-11-08,Made You Look,Meghan Trainor,US,Pop

Austria,20,2022-11-08,Layla,DJ Robin & Schurze,,

Austria,1,2022-10-11,Bamba,"Luciano, Aitch & BIA",Manchester,

Austria,2,2022-10-11,I'm Good (Blue),David Guetta & Bebe Rexha,US,Dance

Austria,3,2022-10-11,Unholy,Sam Smith & Kim Petras,US,Dance

Austria,4,2022-10-11,Wildberry Lillet,Nina Chuba,DE,Hip-Hop/Rap

Austria,5,2022-10-11,Nachts Wach,"Miksu, Macloud & Makko",DE,

Austria,6,2022-10-11,West Connect,Luciano & Central Cee,England,Hip-Hop/Rap

Austria,7,2022-10-11,Snap,Rosa Linn,AM,Indie Pop

Austria,8,2022-10-11,Another Love,Tom Odell,GB,Singer/Songwriter

Austria,9,2022-10-11,Kissenschlacht,Jamule & Fourty,DE,

Austria,10,2022-10-11,Ferrari,James Hype & Miggy Dela Rosa,,Dance

Austria,11,2022-10-11,I Ain't Worried,OneRepublic,US,Pop

Austria,12,2022-10-11,Beautiful Girl,Luciano,JM,Hip-Hop/Rap

Austria,13,2022-10-11,Don't You Worry,"Black Eyed Peas, Shakira & David Guetta",US,Pop

Austria,14,2022-10-11,Layla,DJ Robin & Schurze,,

Austria,15,2022-10-11,Alleine,Yung Hurn,AT,Hip-Hop/Rap

Austria,16,2022-10-11,As It Was,Harry Styles,England,Pop

Austria,17,2022-10-11,Gonn Dir,Twenty4tim,DE,

Austria,18,2022-10-11,Under The Influence,Chris Brown,US,R&B/Soul

Austria,19,2022-10-11,Paradise,Liaze,,

Austria,20,2022-10-11,Belly Dancer,Imanbek & BYOR,,Dance

Belgium,1,2023-08-19,Erop Eronder,Pommelien Thijs,BE,Pop

Belgium,2,2023-08-19,(It Goes Like) Nanana,Peggy Gou,Berlin,Dance

Belgium,3,2023-08-19,Dance The Night,Dua Lipa,England,Pop

Belgium,4,2023-08-19,Daylight,David Kushner,US,Pop

Belgium,5,2023-08-19,Rihanna,Camille,FR,

Belgium,6,2023-08-19,Tattoo,Loreen,SE,Pop

Belgium,7,2023-08-19,Substitution,Purple Disco Machine & Kungs,DE,Dance

Belgium,8,2023-08-19,Zonde,Aaron Blommaert,BE,Pop

Belgium,9,2023-08-19,Laat Ons Een Bloem,Metejoor,BE,Pop

Belgium,10,2023-08-19,Unhealthy,Anne-Marie & Shania Twain,CA,

Belgium,11,2023-08-19,Kissing Strangers,Berre,BE,Pop

Belgium,12,2023-08-19,The Feeling,Lost Frequencies,BE,Dance

Belgium,13,2023-08-19,Runaway,OneRepublic,US,

Belgium,14,2023-08-19,Arranca,Becky G & Omega,US,

Belgium,15,2023-08-19,People,Libianca,US,Afro-Beat

Belgium,16,2023-08-19,Blijf Nog Even Hier,Guusje & Bazart,BE,Pop

Belgium,17,2023-08-19,Miracle,Calvin Harris & Ellie Goulding,GB,Dance

Belgium,18,2023-08-19,Muero,Alvaro Soler,ES,Pop

Belgium,19,2023-08-19,Flowers,Miley Cyrus,US,Pop

Belgium,20,2023-08-19,Transmission (Joris Voorn Remix),Eelke Kleijn,NL,Dance

Belgium,1,2023-07-22,Tattoo,Loreen,SE,Pop

Belgium,2,2023-07-22,Daylight,David Kushner,US,Pop

Belgium,3,2023-07-22,Erop Eronder,Pommelien Thijs,BE,Pop

Belgium,4,2023-07-22,Substitution,Purple Disco Machine & Kungs,DE,Dance

Belgium,5,2023-07-22,Miracle,Calvin Harris & Ellie Goulding,GB,Dance

Belgium,6,2023-07-22,Dance The Night,Dua Lipa,England,Pop

Belgium,7,2023-07-22,(It Goes Like) Nanana,Peggy Gou,Berlin,Dance

Belgium,8,2023-07-22,People,Libianca,US,Afro-Beat

Belgium,9,2023-07-22,Rihanna,Camille,FR,

Belgium,10,2023-07-22,Eyes Closed,Ed Sheeran,GB,Pop

Belgium,11,2023-07-22,Flowers,Miley Cyrus,US,Pop

Belgium,12,2023-07-22,Muero,Alvaro Soler,ES,Pop

Belgium,13,2023-07-22,Baby Don't Hurt Me,"David Guetta, Anne-Marie & Coi Leray",US,Dance

Belgium,14,2023-07-22,Trustfall,P!nk,US,Dance

Belgium,15,2023-07-22,Laat Ons Een Bloem,Metejoor,BE,Pop

Belgium,16,2023-07-22,Transmission (Joris Voorn Remix),Eelke Kleijn,NL,Dance

Belgium,17,2023-07-22,Chemical,Post Malone,US,Pop

Belgium,18,2023-07-22,Runaway,OneRepublic,US,

Belgium,19,2023-07-22,Horen Zien En Zwijgen,Regi & Maxine,BE,

Belgium,20,2023-07-22,Arranca,Becky G & Omega,US,

Belgium,1,2023-06-24,Tattoo,Loreen,SE,Pop

Belgium,2,2023-06-24,Daylight,David Kushner,US,Pop

Belgium,3,2023-06-24,Substitution,Purple Disco Machine & Kungs,DE,Dance

Belgium,4,2023-06-24,Miracle,Calvin Harris & Ellie Goulding,GB,Dance

Belgium,5,2023-06-24,People,Libianca,US,Afro-Beat

Belgium,6,2023-06-24,Erop Eronder,Pommelien Thijs,BE,Pop

Belgium,7,2023-06-24,Rihanna,Camille,FR,

Belgium,8,2023-06-24,Dance The Night,Dua Lipa,England,Pop

Belgium,9,2023-06-24,Flowers,Miley Cyrus,US,Pop

Belgium,10,2023-06-24,Baby Don't Hurt Me,"David Guetta, Anne-Marie & Coi Leray",US,Dance

Belgium,11,2023-06-24,Eyes Closed,Ed Sheeran,GB,Pop

Belgium,12,2023-06-24,Trustfall,P!nk,US,Dance

Belgium,13,2023-06-24,Laat Ons Een Bloem,Metejoor,BE,Pop

Belgium,14,2023-06-24,Muero,Alvaro Soler,ES,Pop

Belgium,15,2023-06-24,Lay Low,Tiesto,NL,

Belgium,16,2023-06-24,Because Of You,Gustaph,BE,Pop

Belgium,17,2023-06-24,Wish You The Best,Lewis Capaldi,GB,Alternative

Belgium,18,2023-06-24,Stiekem,Maan & Goldband,NL,Pop

Belgium,19,2023-06-24,Transmission (Joris Voorn Remix),Eelke Kleijn,NL,Dance

Belgium,20,2023-06-24,Horen Zien En Zwijgen,Regi & Maxine,BE,

Belgium,1,2023-05-27,Tattoo,Loreen,SE,Pop

Belgium,2,2023-05-27,Because Of You,Gustaph,BE,Pop

Belgium,3,2023-05-27,Flowers,Miley Cyrus,US,Pop

Belgium,4,2023-05-27,Daylight,David Kushner,US,Pop

Belgium,5,2023-05-27,Miracle,Calvin Harris & Ellie Goulding,GB,Dance

Belgium,6,2023-05-27,Rihanna,Camille,FR,

Belgium,7,2023-05-27,Eyes Closed,Ed Sheeran,GB,Pop

Belgium,8,2023-05-27,Until I Found You,Stephen Sanchez,,Singer/Songwriter

Belgium,9,2023-05-27,Cha Cha Cha,Kaarija,FI,

Belgium,10,2023-05-27,People,Libianca,US,Afro-Beat

Belgium,11,2023-05-27,Substitution,Purple Disco Machine & Kungs,DE,Dance

Belgium,12,2023-05-27,I'm Not Here To Make Friends,"Sam Smith, Calvin Harris & Jessie Reyez",CA,Pop

Belgium,13,2023-05-27,Queen Of Kings,Alessandra,,Pop

Belgium,14,2023-05-27,Lay Low,Tiesto,NL,

Belgium,15,2023-05-27,Laat Ons Een Bloem,Metejoor,BE,Pop

Belgium,16,2023-05-27,Trustfall,P!nk,US,Dance

Belgium,17,2023-05-27,Wish You The Best,Lewis Capaldi,GB,Alternative

Belgium,18,2023-05-27,Thrill Of It All,Berre,BE,Pop

Belgium,19,2023-05-27,Stiekem,Maan & Goldband,NL,Pop

Belgium,20,2023-05-27,The Hard Way,Pnau & Khalid,AU,

Belgium,1,2023-04-29,Flowers,Miley Cyrus,US,Pop

Belgium,2,2023-04-29,Daylight,David Kushner,US,Pop

Belgium,3,2023-04-29,Until I Found You,Stephen Sanchez,,Singer/Songwriter

Belgium,4,2023-04-29,Because Of You,Gustaph,BE,Pop

Belgium,5,2023-04-29,Eyes Closed,Ed Sheeran,GB,Pop

Belgium,6,2023-04-29,Miracle,Calvin Harris & Ellie Goulding,GB,Dance

Belgium,7,2023-04-29,Thrill Of It All,Berre,BE,Pop

Belgium,8,2023-04-29,Tattoo,Loreen,SE,Pop

Belgium,9,2023-04-29,Wat Wil Je Van Mij,Metejoor & Hannah Mae,BE,Pop

Belgium,10,2023-04-29,Anti-Hero,Taylor Swift,US,Pop

Belgium,11,2023-04-29,Stiekem,Maan & Goldband,NL,Pop

Belgium,12,2023-04-29,Trustfall,P!nk,US,Dance

Belgium,13,2023-04-29,I'm Not Here To Make Friends,"Sam Smith, Calvin Harris & Jessie Reyez",CA,Pop

Belgium,14,2023-04-29,Rommel,Goldband,NL,Pop

Belgium,15,2023-04-29,Slapeloosheid,Suzan & Freek,NL,Pop

Belgium,16,2023-04-29,Geef Mij Alles,Bazart,BE,Indie Pop

Belgium,17,2023-04-29,Lay Low,Tiesto,NL,

Belgium,18,2023-04-29,Made You Look,Meghan Trainor,US,Pop

Belgium,19,2023-04-29,People,Libianca,US,Afro-Beat

Belgium,20,2023-04-29,The Hard Way,Pnau & Khalid,AU,

Belgium,1,2023-04-01,Flowers,Miley Cyrus,US,Pop

Belgium,2,2023-04-01,Anti-Hero,Taylor Swift,US,Pop

Belgium,3,2023-04-01,Eyes Closed,Ed Sheeran,GB,Pop

Belgium,4,2023-04-01,Wat Wil Je Van Mij,Metejoor & Hannah Mae,BE,Pop

Belgium,5,2023-04-01,Until I Found You,Stephen Sanchez,,Singer/Songwriter

Belgium,6,2023-04-01,Stiekem,Maan & Goldband,NL,Pop

Belgium,7,2023-04-01,Tattoo,Loreen,SE,Pop

Belgium,8,2023-04-01,Slapeloosheid,Suzan & Freek,NL,Pop

Belgium,9,2023-04-01,Made You Look,Meghan Trainor,US,Pop

Belgium,10,2023-04-01,I'm Not Here To Make Friends,"Sam Smith, Calvin Harris & Jessie Reyez",CA,Pop

Belgium,11,2023-04-01,Rollercoaster,Starlings,GB,

Belgium,12,2023-04-01,I'll Be Waiting,Cian Ducrot,,Pop

Belgium,13,2023-04-01,Trustfall,P!nk,US,Dance

Belgium,14,2023-04-01,Because Of You,Gustaph,BE,Pop

Belgium,15,2023-04-01,Thrill Of It All,Berre,BE,Pop

Belgium,16,2023-04-01,Miracle,Calvin Harris & Ellie Goulding,GB,Dance

Belgium,17,2023-04-01,I'm Good (Blue),David Guetta & Bebe Rexha,US,Dance

Belgium,18,2023-04-01,How Do I Say Goodbye,Dean Lewis,AU,Singer/Songwriter

Belgium,19,2023-04-01,Creepin',"Metro Boomin, Weeknd & 21 Savage",US,

Belgium,20,2023-04-01,Dance All Over Me,George Ezra,GB,Singer/Songwriter

Belgium,1,2023-03-04,Flowers,Miley Cyrus,US,Pop

Belgium,2,2023-03-04,Anti-Hero,Taylor Swift,US,Pop

Belgium,3,2023-03-04,Wat Wil Je Van Mij,Metejoor & Hannah Mae,BE,Pop

Belgium,4,2023-03-04,Stiekem,Maan & Goldband,NL,Pop

Belgium,5,2023-03-04,I'm Not Here To Make Friends,"Sam Smith, Calvin Harris & Jessie Reyez",CA,Pop

Belgium,6,2023-03-04,Until I Found You,Stephen Sanchez,,Singer/Songwriter

Belgium,7,2023-03-04,Slapeloosheid,Suzan & Freek,NL,Pop

Belgium,8,2023-03-04,I'll Be Waiting,Cian Ducrot,,Pop

Belgium,9,2023-03-04,Thrill Of It All,Berre,BE,Pop

Belgium,10,2023-03-04,Warrior,Oscar & The Wolf,BE,

Belgium,11,2023-03-04,How Do I Say Goodbye,Dean Lewis,AU,Singer/Songwriter

Belgium,12,2023-03-04,Dance All Over Me,George Ezra,GB,Singer/Songwriter

Belgium,13,2023-03-04,Made You Look,Meghan Trainor,US,Pop

Belgium,14,2023-03-04,Rollercoaster,Starlings,GB,

Belgium,15,2023-03-04,I'm Good (Blue),David Guetta & Bebe Rexha,US,Dance

Belgium,16,2023-03-04,Adrenaline,"Kris Kross Amsterdam, Ronnie Flex & Zoe Tauran",NL,

Belgium,17,2023-03-04,Trustfall,P!nk,US,Dance

Belgium,18,2023-03-04,As It Was,Harry Styles,England,Pop

Belgium,19,2023-03-04,Zilver,Pommelien Thijs,BE,Pop

Belgium,20,2023-03-04,Celestial,Ed Sheeran,GB,Pop

Belgium,1,2023-02-04,Flowers,Miley Cyrus,US,Pop

Belgium,2,2023-02-04,Kill Bill,SZA,US,R&B/Soul

Belgium,3,2023-02-04,Escapism,Raye & 070 Shake,US,

Belgium,4,2023-02-04,Sure Thing,Miguel,US,R&B/Soul

Belgium,5,2023-02-04,Unholy,Sam Smith & Kim Petras,US,Dance

Belgium,6,2023-02-04,Players,Coi Leray,US,Hip-Hop/Rap

Belgium,7,2023-02-04,People,Libianca,US,Afro-Beat

Belgium,8,2023-02-04,Made You Look,Meghan Trainor,US,Pop

Belgium,9,2023-02-04,Creepin',"Metro Boomin, Weeknd & 21 Savage",US,

Belgium,10,2023-02-04,Messy In Heaven,Venbee & Goddard,England,

Belgium,11,2023-02-04,Anti-Hero,Taylor Swift,US,Pop

Belgium,12,2023-02-04,I'm Good (Blue),David Guetta & Bebe Rexha,US,Dance

Belgium,13,2023-02-04,Something In The Orange,Zach Bryan,Seattle,Country

